r,rr,AC,DC,Source,Project(s),Vintage
p33,p3,,1240.92,1.5x geodesic distance,combinatorial,
p33,p30,,923.38,1.5x geodesic distance,combinatorial,
p33,p31,,498.63,1.5x geodesic distance,combinatorial,
p33,p35,,693.44,1.5x geodesic distance,combinatorial,
p33,p36,,797.59,1.5x geodesic distance,combinatorial,
p33,p37,,963.37,1.5x geodesic distance,combinatorial,
p33,p38,,752.07,1.5x geodesic distance,combinatorial,
p33,p39,,243.52,1.5x geodesic distance,combinatorial,
p33,p4,,1319.01,1.5x geodesic distance,combinatorial,
p33,p40,,538.87,1.5x geodesic distance,combinatorial,
p33,p41,,725.68,1.5x geodesic distance,combinatorial,
p33,p42,,1052,1.5x geodesic distance,combinatorial,
p33,p43,,1050.07,1.5x geodesic distance,combinatorial,
p33,p44,,859.54,1.5x geodesic distance,combinatorial,
p33,p45,,829.54,1.5x geodesic distance,combinatorial,
p33,p46,,1143.48,1.5x geodesic distance,combinatorial,
p33,p47,,657.57,1.5x geodesic distance,combinatorial,
p33,p49,,426.35,1.5x geodesic distance,combinatorial,
p33,p5,,1475.27,1.5x geodesic distance,combinatorial,
p33,p50,,756.2,1.5x geodesic distance,combinatorial,
p33,p51,,830.69,1.5x geodesic distance,combinatorial,
p33,p52,,380.19,1.5x geodesic distance,combinatorial,
p33,p53,,655.63,1.5x geodesic distance,combinatorial,
p33,p54,,835.14,1.5x geodesic distance,combinatorial,
p33,p55,,984.49,1.5x geodesic distance,combinatorial,
p33,p56,,964.94,1.5x geodesic distance,combinatorial,
p33,p57,,1138.69,1.5x geodesic distance,combinatorial,
p33,p58,,1620.02,1.5x geodesic distance,combinatorial,
p33,p59,,833.06,1.5x geodesic distance,combinatorial,
p33,p6,,1424.58,1.5x geodesic distance,combinatorial,
p33,p60,,829.48,1.5x geodesic distance,combinatorial,
p33,p61,,931.22,1.5x geodesic distance,combinatorial,
p33,p62,,845.7,1.5x geodesic distance,combinatorial,
p33,p63,,987.64,1.5x geodesic distance,combinatorial,
p33,p64,,1156.12,1.5x geodesic distance,combinatorial,
p33,p65,,1195.01,1.5x geodesic distance,combinatorial,
p33,p66,,1360.24,1.5x geodesic distance,combinatorial,
p33,p67,,1313.09,1.5x geodesic distance,combinatorial,
p33,p68,,963.48,1.5x geodesic distance,combinatorial,
p33,p69,,1028.75,1.5x geodesic distance,combinatorial,
p33,p7,,1025.88,1.5x geodesic distance,combinatorial,
p33,p70,,915.12,1.5x geodesic distance,combinatorial,
p33,p71,,987.96,1.5x geodesic distance,combinatorial,
p33,p73,,1084.21,1.5x geodesic distance,combinatorial,
p33,p74,,1503.04,1.5x geodesic distance,combinatorial,
p33,p75,,1396.38,1.5x geodesic distance,combinatorial,
p33,p76,,1360.77,1.5x geodesic distance,combinatorial,
p33,p77,,1201.71,1.5x geodesic distance,combinatorial,
p33,p78,,1260.48,1.5x geodesic distance,combinatorial,
p33,p79,,1370.89,1.5x geodesic distance,combinatorial,
p33,p8,,1375.45,1.5x geodesic distance,combinatorial,
p33,p80,,1370.57,1.5x geodesic distance,combinatorial,
p33,p81,,1152.72,1.5x geodesic distance,combinatorial,
p33,p82,,1217.58,1.5x geodesic distance,combinatorial,
p33,p83,,1335.7,1.5x geodesic distance,combinatorial,
p33,p84,,1227.54,1.5x geodesic distance,combinatorial,
p33,p85,,1166.14,1.5x geodesic distance,combinatorial,
p33,p86,,1311.15,1.5x geodesic distance,combinatorial,
p33,p87,,1459.51,1.5x geodesic distance,combinatorial,
p33,p88,,1462.3,1.5x geodesic distance,combinatorial,
p33,p89,,1640.62,1.5x geodesic distance,combinatorial,
p33,p9,,1424.58,1.5x geodesic distance,combinatorial,
p33,p90,,1711.14,1.5x geodesic distance,combinatorial,
p33,p91,,1786.46,1.5x geodesic distance,combinatorial,
p33,p92,,1534.23,1.5x geodesic distance,combinatorial,
p33,p93,,1534.04,1.5x geodesic distance,combinatorial,
p33,p94,,1813.24,1.5x geodesic distance,combinatorial,
p33,p95,,1928.42,1.5x geodesic distance,combinatorial,
p33,p96,,2204.51,1.5x geodesic distance,combinatorial,
p33,p97,,2039.12,1.5x geodesic distance,combinatorial,
p33,p98,,2192.3,1.5x geodesic distance,combinatorial,
p33,p99,,2373.19,1.5x geodesic distance,combinatorial,
p34,p1,,1600.25,1.5x geodesic distance,combinatorial,
p34,p10,,1225.69,1.5x geodesic distance,combinatorial,
p34,p100,,2141.6,1.5x geodesic distance,combinatorial,
p34,p101,,2231.83,1.5x geodesic distance,combinatorial,
p34,p102,,2531.52,1.5x geodesic distance,combinatorial,
p34,p103,,1744.91,1.5x geodesic distance,combinatorial,
p34,p104,,1552.95,1.5x geodesic distance,combinatorial,
p34,p105,,1578.94,1.5x geodesic distance,combinatorial,
p34,p106,,1496.99,1.5x geodesic distance,combinatorial,
p34,p107,,1403.89,1.5x geodesic distance,combinatorial,
p34,p108,,1443.1,1.5x geodesic distance,combinatorial,
p34,p109,,1545.81,1.5x geodesic distance,combinatorial,
p34,p11,,1214.38,1.5x geodesic distance,combinatorial,
p34,p110,,1819.77,1.5x geodesic distance,combinatorial,
p34,p111,,1847.81,1.5x geodesic distance,combinatorial,
p34,p112,,1749.1,1.5x geodesic distance,combinatorial,
p34,p113,,1654.14,1.5x geodesic distance,combinatorial,
p34,p114,,1638.25,1.5x geodesic distance,combinatorial,
p34,p115,,1983.3,1.5x geodesic distance,combinatorial,
p34,p116,,1869.23,1.5x geodesic distance,combinatorial,
p34,p117,,1875.92,1.5x geodesic distance,combinatorial,
p34,p118,,2032.89,1.5x geodesic distance,combinatorial,
p34,p119,,2149.68,1.5x geodesic distance,combinatorial,
p34,p12,,1210.57,1.5x geodesic distance,combinatorial,
p34,p120,,2173.94,1.5x geodesic distance,combinatorial,
p34,p121,,2171.24,1.5x geodesic distance,combinatorial,
p34,p122,,2368.9,1.5x geodesic distance,combinatorial,
p34,p123,,2237.96,1.5x geodesic distance,combinatorial,
p34,p124,,2361.86,1.5x geodesic distance,combinatorial,
p34,p125,,2352.83,1.5x geodesic distance,combinatorial,
p34,p126,,2400.17,1.5x geodesic distance,combinatorial,
p34,p127,,2460.27,1.5x geodesic distance,combinatorial,
p34,p128,,2510.37,1.5x geodesic distance,combinatorial,
p34,p129,,2502.34,1.5x geodesic distance,combinatorial,
p34,p13,,901.26,1.5x geodesic distance,combinatorial,
p34,p130,,2633.99,1.5x geodesic distance,combinatorial,
p34,p131,,2666.72,1.5x geodesic distance,combinatorial,
p34,p132,,2511.06,1.5x geodesic distance,combinatorial,
p34,p133,,2643.97,1.5x geodesic distance,combinatorial,
p34,p134,,2724.7,1.5x geodesic distance,combinatorial,
p34,p14,,1216.11,1.5x geodesic distance,combinatorial,
p34,p15,,1018.37,1.5x geodesic distance,combinatorial,
p34,p16,,739.72,1.5x geodesic distance,combinatorial,
p34,p17,,1084.2,1.5x geodesic distance,combinatorial,
p34,p18,,1020.45,1.5x geodesic distance,combinatorial,
p34,p19,,975.09,1.5x geodesic distance,combinatorial,
p34,p2,,1439.07,1.5x geodesic distance,combinatorial,
p34,p20,,772.42,1.5x geodesic distance,combinatorial,
p34,p21,,515.47,1.5x geodesic distance,combinatorial,
p34,p22,,585.24,1.5x geodesic distance,combinatorial,
p34,p23,,563.82,1.5x geodesic distance,combinatorial,
p34,p25,,603,1.5x geodesic distance,combinatorial,
p34,p26,,413.03,1.5x geodesic distance,combinatorial,
p34,p27,,911.6,1.5x geodesic distance,combinatorial,
p34,p28,,821.19,1.5x geodesic distance,combinatorial,
p34,p29,,487.92,1.5x geodesic distance,combinatorial,
p34,p3,,1317.75,1.5x geodesic distance,combinatorial,
p34,p30,,859.53,1.5x geodesic distance,combinatorial,
p34,p32,,553.59,1.5x geodesic distance,combinatorial,
p34,p35,,785.37,1.5x geodesic distance,combinatorial,
p34,p36,,877.24,1.5x geodesic distance,combinatorial,
p34,p37,,1028.4,1.5x geodesic distance,combinatorial,
p34,p38,,794.71,1.5x geodesic distance,combinatorial,
p34,p39,,323.59,1.5x geodesic distance,combinatorial,
p34,p4,,1390.83,1.5x geodesic distance,combinatorial,
p34,p40,,555.23,1.5x geodesic distance,combinatorial,
p34,p41,,740.09,1.5x geodesic distance,combinatorial,
p34,p42,,1117.17,1.5x geodesic distance,combinatorial,
p34,p43,,1092.38,1.5x geodesic distance,combinatorial,
p34,p44,,906.06,1.5x geodesic distance,combinatorial,
p34,p45,,854.96,1.5x geodesic distance,combinatorial,
p34,p46,,1172.55,1.5x geodesic distance,combinatorial,
p34,p47,,566.01,1.5x geodesic distance,combinatorial,
p34,p48,,598.31,1.5x geodesic distance,combinatorial,
p34,p49,,353.1,1.5x geodesic distance,combinatorial,
p34,p5,,1535.55,1.5x geodesic distance,combinatorial,
p34,p50,,696.34,1.5x geodesic distance,combinatorial,
p34,p51,,783.21,1.5x geodesic distance,combinatorial,
p34,p53,,620.42,1.5x geodesic distance,combinatorial,
p34,p54,,822.55,1.5x geodesic distance,combinatorial,
p34,p55,,954.21,1.5x geodesic distance,combinatorial,
p34,p56,,922.85,1.5x geodesic distance,combinatorial,
p34,p57,,1072.24,1.5x geodesic distance,combinatorial,
p34,p58,,1557.77,1.5x geodesic distance,combinatorial,
p34,p59,,746.56,1.5x geodesic distance,combinatorial,
p34,p6,,1467.88,1.5x geodesic distance,combinatorial,
p34,p60,,739.58,1.5x geodesic distance,combinatorial,
p34,p61,,839.08,1.5x geodesic distance,combinatorial,
p34,p62,,754.09,1.5x geodesic distance,combinatorial,
p34,p63,,914.95,1.5x geodesic distance,combinatorial,
p34,p64,,1072.91,1.5x geodesic distance,combinatorial,
p34,p65,,1108.63,1.5x geodesic distance,combinatorial,
p34,p66,,1287.11,1.5x geodesic distance,combinatorial,
p34,p67,,1235.67,1.5x geodesic distance,combinatorial,
p34,p68,,1001.84,1.5x geodesic distance,combinatorial,
p34,p69,,1049.22,1.5x geodesic distance,combinatorial,
p34,p7,,1086.61,1.5x geodesic distance,combinatorial,
p34,p70,,929.05,1.5x geodesic distance,combinatorial,
p34,p71,,987.24,1.5x geodesic distance,combinatorial,
p34,p72,,1177.89,1.5x geodesic distance,combinatorial,
p34,p73,,1063.36,1.5x geodesic distance,combinatorial,
p34,p74,,1542.67,1.5x geodesic distance,combinatorial,
p34,p75,,1425.3,1.5x geodesic distance,combinatorial,
p34,p76,,1388.58,1.5x geodesic distance,combinatorial,
p34,p77,,1230.8,1.5x geodesic distance,combinatorial,
p34,p78,,1281.43,1.5x geodesic distance,combinatorial,
p34,p79,,1390.16,1.5x geodesic distance,combinatorial,
p34,p8,,1412.78,1.5x geodesic distance,combinatorial,
p34,p80,,1381.38,1.5x geodesic distance,combinatorial,
p34,p81,,1162.61,1.5x geodesic distance,combinatorial,
p34,p82,,1220.71,1.5x geodesic distance,combinatorial,
p34,p83,,1334.38,1.5x geodesic distance,combinatorial,
p34,p84,,1199.52,1.5x geodesic distance,combinatorial,
p34,p85,,1119.73,1.5x geodesic distance,combinatorial,
p34,p86,,1253.11,1.5x geodesic distance,combinatorial,
p34,p87,,1405.89,1.5x geodesic distance,combinatorial,
p34,p88,,1422.03,1.5x geodesic distance,combinatorial,
p34,p89,,1600.59,1.5x geodesic distance,combinatorial,
p34,p9,,1438.87,1.5x geodesic distance,combinatorial,
p34,p90,,1656.24,1.5x geodesic distance,combinatorial,
p34,p91,,1732.56,1.5x geodesic distance,combinatorial,
p34,p92,,1508.31,1.5x geodesic distance,combinatorial,
p34,p93,,1513.39,1.5x geodesic distance,combinatorial,
p34,p94,,1779.15,1.5x geodesic distance,combinatorial,
p34,p95,,1902.11,1.5x geodesic distance,combinatorial,
p34,p96,,2173.14,1.5x geodesic distance,combinatorial,
p34,p97,,2016.46,1.5x geodesic distance,combinatorial,
p34,p98,,2174.8,1.5x geodesic distance,combinatorial,
p34,p99,,2362.46,1.5x geodesic distance,combinatorial,
p35,p10,,1611.63,1.5x geodesic distance,combinatorial,
p35,p100,,2225.31,1.5x geodesic distance,combinatorial,
p35,p101,,2698.67,1.5x geodesic distance,combinatorial,
p35,p102,,3001.97,1.5x geodesic distance,combinatorial,
p35,p103,,1735.97,1.5x geodesic distance,combinatorial,
p35,p104,,1559.4,1.5x geodesic distance,combinatorial,
p35,p105,,1642.17,1.5x geodesic distance,combinatorial,
p35,p106,,1638.39,1.5x geodesic distance,combinatorial,
p35,p107,,1650.45,1.5x geodesic distance,combinatorial,
p35,p108,,1691.81,1.5x geodesic distance,combinatorial,
p35,p109,,1753.55,1.5x geodesic distance,combinatorial,
p35,p11,,1669.74,1.5x geodesic distance,combinatorial,
p35,p110,,2014.69,1.5x geodesic distance,combinatorial,
p35,p111,,1869.32,1.5x geodesic distance,combinatorial,
p35,p112,,1846.33,1.5x geodesic distance,combinatorial,
p35,p113,,1773.8,1.5x geodesic distance,combinatorial,
p35,p114,,1787.35,1.5x geodesic distance,combinatorial,
p35,p115,,2035.49,1.5x geodesic distance,combinatorial,
p35,p116,,1982.36,1.5x geodesic distance,combinatorial,
p35,p117,,2026.23,1.5x geodesic distance,combinatorial,
p35,p118,,2203.35,1.5x geodesic distance,combinatorial,
p35,p119,,2171.71,1.5x geodesic distance,combinatorial,
p35,p12,,1276.65,1.5x geodesic distance,combinatorial,
p35,p120,,2225.92,1.5x geodesic distance,combinatorial,
p35,p121,,2234.35,1.5x geodesic distance,combinatorial,
p35,p122,,2398.96,1.5x geodesic distance,combinatorial,
p35,p123,,2320.82,1.5x geodesic distance,combinatorial,
p35,p124,,2471.97,1.5x geodesic distance,combinatorial,
p35,p125,,2413.76,1.5x geodesic distance,combinatorial,
p35,p126,,2419.83,1.5x geodesic distance,combinatorial,
p35,p127,,2391.46,1.5x geodesic distance,combinatorial,
p35,p128,,2500.31,1.5x geodesic distance,combinatorial,
p35,p129,,2370.72,1.5x geodesic distance,combinatorial,
p35,p13,,1282.62,1.5x geodesic distance,combinatorial,
p35,p130,,2543.99,1.5x geodesic distance,combinatorial,
p35,p131,,2595.67,1.5x geodesic distance,combinatorial,
p35,p132,,2488.56,1.5x geodesic distance,combinatorial,
p35,p133,,2590.58,1.5x geodesic distance,combinatorial,
p35,p134,,2595.2,1.5x geodesic distance,combinatorial,
p35,p14,,800.26,1.5x geodesic distance,combinatorial,
p35,p15,,815.74,1.5x geodesic distance,combinatorial,
p35,p16,,547.9,1.5x geodesic distance,combinatorial,
p35,p17,,583.53,1.5x geodesic distance,combinatorial,
p35,p18,,403.45,1.5x geodesic distance,combinatorial,
p35,p19,,192.29,1.5x geodesic distance,combinatorial,
p35,p2,,1047.84,1.5x geodesic distance,combinatorial,
p35,p21,,397.71,1.5x geodesic distance,combinatorial,
p35,p22,,222.53,1.5x geodesic distance,combinatorial,
p35,p23,,221.55,1.5x geodesic distance,combinatorial,
p35,p24,,550.97,1.5x geodesic distance,combinatorial,
p35,p25,,741.39,1.5x geodesic distance,combinatorial,
p35,p26,,676.21,1.5x geodesic distance,combinatorial,
p35,p27,,1400.86,1.5x geodesic distance,combinatorial,
p35,p28,,1419.88,1.5x geodesic distance,combinatorial,
p35,p29,,1138.9,1.5x geodesic distance,combinatorial,
p35,p3,,829.81,1.5x geodesic distance,combinatorial,
p35,p30,,1523.84,1.5x geodesic distance,combinatorial,
p35,p31,,1171.69,1.5x geodesic distance,combinatorial,
p35,p32,,307.58,1.5x geodesic distance,combinatorial,
p35,p33,,693.44,1.5x geodesic distance,combinatorial,
p35,p34,,785.37,1.5x geodesic distance,combinatorial,
p35,p38,,731.7,1.5x geodesic distance,combinatorial,
p35,p39,,497.57,1.5x geodesic distance,combinatorial,
p35,p4,,958.31,1.5x geodesic distance,combinatorial,
p35,p40,,798.79,1.5x geodesic distance,combinatorial,
p35,p41,,909.78,1.5x geodesic distance,combinatorial,
p35,p42,,708.09,1.5x geodesic distance,combinatorial,
p35,p44,,760.38,1.5x geodesic distance,combinatorial,
p35,p45,,903.46,1.5x geodesic distance,combinatorial,
p35,p46,,1102.78,1.5x geodesic distance,combinatorial,
p35,p47,,1350.88,1.5x geodesic distance,combinatorial,
p35,p48,,1364.1,1.5x geodesic distance,combinatorial,
p35,p49,,1061.66,1.5x geodesic distance,combinatorial,
p35,p5,,1217.9,1.5x geodesic distance,combinatorial,
p35,p50,,1305.14,1.5x geodesic distance,combinatorial,
p35,p51,,1314.31,1.5x geodesic distance,combinatorial,
p35,p52,,952.98,1.5x geodesic distance,combinatorial,
p35,p53,,1114.5,1.5x geodesic distance,combinatorial,
p35,p54,,1140.74,1.5x geodesic distance,combinatorial,
p35,p55,,1358.28,1.5x geodesic distance,combinatorial,
p35,p56,,1404.09,1.5x geodesic distance,combinatorial,
p35,p57,,1688.63,1.5x geodesic distance,combinatorial,
p35,p58,,2123.63,1.5x geodesic distance,combinatorial,
p35,p59,,1514.49,1.5x geodesic distance,combinatorial,
p35,p6,,1331.15,1.5x geodesic distance,combinatorial,
p35,p60,,1506.61,1.5x geodesic distance,combinatorial,
p35,p61,,1622.02,1.5x geodesic distance,combinatorial,
p35,p62,,1532.31,1.5x geodesic distance,combinatorial,
p35,p63,,1577.24,1.5x geodesic distance,combinatorial,
p35,p64,,1793.06,1.5x geodesic distance,combinatorial,
p35,p65,,1848.52,1.5x geodesic distance,combinatorial,
p35,p66,,1936.49,1.5x geodesic distance,combinatorial,
p35,p67,,1914.59,1.5x geodesic distance,combinatorial,
p35,p68,,895.56,1.5x geodesic distance,combinatorial,
p35,p69,,1078.58,1.5x geodesic distance,combinatorial,
p35,p7,,849.97,1.5x geodesic distance,combinatorial,
p35,p70,,1039.89,1.5x geodesic distance,combinatorial,
p35,p71,,1189,1.5x geodesic distance,combinatorial,
p35,p72,,1436.24,1.5x geodesic distance,combinatorial,
p35,p73,,1389.39,1.5x geodesic distance,combinatorial,
p35,p74,,1316.46,1.5x geodesic distance,combinatorial,
p35,p75,,1311.9,1.5x geodesic distance,combinatorial,
p35,p76,,1290.43,1.5x geodesic distance,combinatorial,
p35,p77,,1148.91,1.5x geodesic distance,combinatorial,
p35,p78,,1259.11,1.5x geodesic distance,combinatorial,
p35,p79,,1364.47,1.5x geodesic distance,combinatorial,
p35,p8,,1339.01,1.5x geodesic distance,combinatorial,
p35,p80,,1426.42,1.5x geodesic distance,combinatorial,
p35,p81,,1250.45,1.5x geodesic distance,combinatorial,
p35,p82,,1350.31,1.5x geodesic distance,combinatorial,
p35,p83,,1481.08,1.5x geodesic distance,combinatorial,
p35,p84,,1556.24,1.5x geodesic distance,combinatorial,
p35,p85,,1606.7,1.5x geodesic distance,combinatorial,
p35,p86,,1805.47,1.5x geodesic distance,combinatorial,
p35,p87,,1919.75,1.5x geodesic distance,combinatorial,
p35,p88,,1842.84,1.5x geodesic distance,combinatorial,
p35,p89,,2007.52,1.5x geodesic distance,combinatorial,
p35,p9,,1555.1,1.5x geodesic distance,combinatorial,
p35,p90,,2166.37,1.5x geodesic distance,combinatorial,
p35,p91,,2232.28,1.5x geodesic distance,combinatorial,
p35,p92,,1819.71,1.5x geodesic distance,combinatorial,
p35,p93,,1785.56,1.5x geodesic distance,combinatorial,
p35,p94,,2131.83,1.5x geodesic distance,combinatorial,
p35,p95,,2188.83,1.5x geodesic distance,combinatorial,
p35,p96,,2485.07,1.5x geodesic distance,combinatorial,
p35,p97,,2268.5,1.5x geodesic distance,combinatorial,
p35,p98,,2377.89,1.5x geodesic distance,combinatorial,
p35,p99,,2501.94,1.5x geodesic distance,combinatorial,
p36,p1,,1519.98,1.5x geodesic distance,combinatorial,
p36,p10,,1903.53,1.5x geodesic distance,combinatorial,
p36,p100,,1882.97,1.5x geodesic distance,combinatorial,
p36,p101,,2455.5,1.5x geodesic distance,combinatorial,
p36,p102,,2754.81,1.5x geodesic distance,combinatorial,
p36,p103,,1386.49,1.5x geodesic distance,combinatorial,
p36,p104,,1216.23,1.5x geodesic distance,combinatorial,
p36,p105,,1307.5,1.5x geodesic distance,combinatorial,
p36,p106,,1321.76,1.5x geodesic distance,combinatorial,
p36,p107,,1363,1.5x geodesic distance,combinatorial,
p36,p108,,1403.05,1.5x geodesic distance,combinatorial,
p36,p109,,1450.13,1.5x geodesic distance,combinatorial,
p36,p11,,1943.34,1.5x geodesic distance,combinatorial,
p36,p110,,1699.69,1.5x geodesic distance,combinatorial,
p36,p111,,1522.16,1.5x geodesic distance,combinatorial,
p36,p112,,1513.22,1.5x geodesic distance,combinatorial,
p36,p113,,1447.42,1.5x geodesic distance,combinatorial,
p36,p114,,1467.44,1.5x geodesic distance,combinatorial,
p36,p115,,1690.59,1.5x geodesic distance,combinatorial,
p36,p116,,1649.5,1.5x geodesic distance,combinatorial,
p36,p117,,1700.37,1.5x geodesic distance,combinatorial,
p36,p118,,1878.42,1.5x geodesic distance,combinatorial,
p36,p119,,1820.71,1.5x geodesic distance,combinatorial,
p36,p12,,1621.89,1.5x geodesic distance,combinatorial,
