t,r,i,value
2025,Punjab,SUBCRITICAL-COAL,0
2027,Punjab,SUBCRITICAL-COAL,89
2029,Punjab,SUBCRITICAL-COAL,0
2031,Punjab,SUBCRITICAL-COAL,0
2033,Punjab,SUBCRITICAL-COAL,123
2035,Punjab,SUBCRITICAL-COAL,0
2037,Punjab,SUBCRITICAL-COAL,0
2039,Punjab,SUBCRITICAL-COAL,0
2041,Punjab,SUBCRITICAL-COAL,228
2043,Punjab,SUBCRITICAL-COAL,0
2045,Punjab,SUBCRITICAL-COAL,0
2047,Punjab,SUBCRITICAL-COAL,0
2017,Punjab,SUBCRITICAL-LIGNITE,0
2019,Punjab,SUBCRITICAL-LIGNITE,0
2021,Punjab,SUBCRITICAL-LIGNITE,0
2023,Punjab,SUBCRITICAL-LIGNITE,0
2025,Punjab,SUBCRITICAL-LIGNITE,0
2027,Punjab,SUBCRITICAL-LIGNITE,0
2029,Punjab,SUBCRITICAL-LIGNITE,0
2031,Punjab,SUBCRITICAL-LIGNITE,0
2033,Punjab,SUBCRITICAL-LIGNITE,0
2035,Punjab,SUBCRITICAL-LIGNITE,0
2037,Punjab,SUBCRITICAL-LIGNITE,0
2039,Punjab,SUBCRITICAL-LIGNITE,0
2041,Punjab,SUBCRITICAL-LIGNITE,0
2043,Punjab,SUBCRITICAL-LIGNITE,0
2045,Punjab,SUBCRITICAL-LIGNITE,0
2047,Punjab,SUBCRITICAL-LIGNITE,0
2017,Punjab,SUPERCRITICAL-COAL,0
2019,Punjab,SUPERCRITICAL-COAL,0
2021,Punjab,SUPERCRITICAL-COAL,0
2023,Punjab,SUPERCRITICAL-COAL,0
2025,Punjab,SUPERCRITICAL-COAL,0
2027,Punjab,SUPERCRITICAL-COAL,0
2029,Punjab,SUPERCRITICAL-COAL,0
2031,Punjab,SUPERCRITICAL-COAL,0
2033,Punjab,SUPERCRITICAL-COAL,0
2035,Punjab,SUPERCRITICAL-COAL,0
2037,Punjab,SUPERCRITICAL-COAL,0
2039,Punjab,SUPERCRITICAL-COAL,2060
2041,Punjab,SUPERCRITICAL-COAL,1320
2043,Punjab,SUPERCRITICAL-COAL,0
2045,Punjab,SUPERCRITICAL-COAL,0
2047,Punjab,SUPERCRITICAL-COAL,0
2017,Punjab,WHR,0
2019,Punjab,WHR,0
2021,Punjab,WHR,0
2023,Punjab,WHR,0
2025,Punjab,WHR,0
2027,Punjab,WHR,0
2029,Punjab,WHR,0
2031,Punjab,WHR,0
2033,Punjab,WHR,0
2035,Punjab,WHR,0
2037,Punjab,WHR,0
2039,Punjab,WHR,0
2041,Punjab,WHR,0
2043,Punjab,WHR,0
2045,Punjab,WHR,0
2047,Punjab,WHR,0
2017,Rajasthan,CCGT-GAS,0
2019,Rajasthan,CCGT-GAS,0
2021,Rajasthan,CCGT-GAS,0
2023,Rajasthan,CCGT-GAS,0
2025,Rajasthan,CCGT-GAS,0
2027,Rajasthan,CCGT-GAS,0
2029,Rajasthan,CCGT-GAS,0
2031,Rajasthan,CCGT-GAS,0
2033,Rajasthan,CCGT-GAS,0
2035,Rajasthan,CCGT-GAS,0
2037,Rajasthan,CCGT-GAS,0
2039,Rajasthan,CCGT-GAS,0
2041,Rajasthan,CCGT-GAS,0
2043,Rajasthan,CCGT-GAS,0
2045,Rajasthan,CCGT-GAS,0
2047,Rajasthan,CCGT-GAS,0
2017,Rajasthan,CCGT-LNG,0
2019,Rajasthan,CCGT-LNG,0
2021,Rajasthan,CCGT-LNG,0
2023,Rajasthan,CCGT-LNG,0
2025,Rajasthan,CCGT-LNG,0
2027,Rajasthan,CCGT-LNG,0
2029,Rajasthan,CCGT-LNG,0
2031,Rajasthan,CCGT-LNG,0
2033,Rajasthan,CCGT-LNG,0
2035,Rajasthan,CCGT-LNG,0
2037,Rajasthan,CCGT-LNG,0
2039,Rajasthan,CCGT-LNG,0
2041,Rajasthan,CCGT-LNG,0
2043,Rajasthan,CCGT-LNG,0
2045,Rajasthan,CCGT-LNG,0
2047,Rajasthan,CCGT-LNG,0
2017,Rajasthan,COGENERATION-BAGASSE,0
2019,Rajasthan,COGENERATION-BAGASSE,0
2021,Rajasthan,COGENERATION-BAGASSE,0
2023,Rajasthan,COGENERATION-BAGASSE,0
2025,Rajasthan,COGENERATION-BAGASSE,0
2027,Rajasthan,COGENERATION-BAGASSE,0
2029,Rajasthan,COGENERATION-BAGASSE,0
2031,Rajasthan,COGENERATION-BAGASSE,0
2033,Rajasthan,COGENERATION-BAGASSE,0
2035,Rajasthan,COGENERATION-BAGASSE,0
2037,Rajasthan,COGENERATION-BAGASSE,0
2039,Rajasthan,COGENERATION-BAGASSE,0
2041,Rajasthan,COGENERATION-BAGASSE,0
2043,Rajasthan,COGENERATION-BAGASSE,0
2045,Rajasthan,COGENERATION-BAGASSE,0
2047,Rajasthan,COGENERATION-BAGASSE,0
2017,Rajasthan,CT-GAS,0
2019,Rajasthan,CT-GAS,0
2021,Rajasthan,CT-GAS,0
2023,Rajasthan,CT-GAS,0
2025,Rajasthan,CT-GAS,0
2027,Rajasthan,CT-GAS,0
2029,Rajasthan,CT-GAS,0
2031,Rajasthan,CT-GAS,0
2033,Rajasthan,CT-GAS,0
2035,Rajasthan,CT-GAS,0
2037,Rajasthan,CT-GAS,0
2039,Rajasthan,CT-GAS,0
2041,Rajasthan,CT-GAS,0
2043,Rajasthan,CT-GAS,0
2045,Rajasthan,CT-GAS,0
2047,Rajasthan,CT-GAS,0
2017,Rajasthan,DIESEL,0
2019,Rajasthan,DIESEL,0
2021,Rajasthan,DIESEL,0
2023,Rajasthan,DIESEL,0
2025,Rajasthan,DIESEL,0
2027,Rajasthan,DIESEL,0
2029,Rajasthan,DIESEL,0
2031,Rajasthan,DIESEL,0
2033,Rajasthan,DIESEL,0
2035,Rajasthan,DIESEL,0
2037,Rajasthan,DIESEL,0
2039,Rajasthan,DIESEL,0
2041,Rajasthan,DIESEL,0
2043,Rajasthan,DIESEL,0
2045,Rajasthan,DIESEL,0
2047,Rajasthan,DIESEL,0
2017,Rajasthan,SUBCRITICAL-COAL,0
2019,Rajasthan,SUBCRITICAL-COAL,0
2021,Rajasthan,SUBCRITICAL-COAL,0
2023,Rajasthan,SUBCRITICAL-COAL,223
2025,Rajasthan,SUBCRITICAL-COAL,0
2027,Rajasthan,SUBCRITICAL-COAL,436
2029,Rajasthan,SUBCRITICAL-COAL,211
2031,Rajasthan,SUBCRITICAL-COAL,0
2033,Rajasthan,SUBCRITICAL-COAL,60
2035,Rajasthan,SUBCRITICAL-COAL,576
2037,Rajasthan,SUBCRITICAL-COAL,0
2039,Rajasthan,SUBCRITICAL-COAL,449
2041,Rajasthan,SUBCRITICAL-COAL,285
2043,Rajasthan,SUBCRITICAL-COAL,0
2045,Rajasthan,SUBCRITICAL-COAL,0
2047,Rajasthan,SUBCRITICAL-COAL,0
2017,Rajasthan,SUBCRITICAL-LIGNITE,0
2019,Rajasthan,SUBCRITICAL-LIGNITE,0
2021,Rajasthan,SUBCRITICAL-LIGNITE,0
2023,Rajasthan,SUBCRITICAL-LIGNITE,0
2025,Rajasthan,SUBCRITICAL-LIGNITE,0
2027,Rajasthan,SUBCRITICAL-LIGNITE,0
2029,Rajasthan,SUBCRITICAL-LIGNITE,0
2031,Rajasthan,SUBCRITICAL-LIGNITE,0
2033,Rajasthan,SUBCRITICAL-LIGNITE,0
2035,Rajasthan,SUBCRITICAL-LIGNITE,0
2037,Rajasthan,SUBCRITICAL-LIGNITE,0
2039,Rajasthan,SUBCRITICAL-LIGNITE,0
2041,Rajasthan,SUBCRITICAL-LIGNITE,0
2043,Rajasthan,SUBCRITICAL-LIGNITE,0
2045,Rajasthan,SUBCRITICAL-LIGNITE,0
2047,Rajasthan,SUBCRITICAL-LIGNITE,0
2017,Rajasthan,SUPERCRITICAL-COAL,0
2019,Rajasthan,SUPERCRITICAL-COAL,0
2021,Rajasthan,SUPERCRITICAL-COAL,0
2023,Rajasthan,SUPERCRITICAL-COAL,0
2025,Rajasthan,SUPERCRITICAL-COAL,0
2027,Rajasthan,SUPERCRITICAL-COAL,0
2029,Rajasthan,SUPERCRITICAL-COAL,0
2031,Rajasthan,SUPERCRITICAL-COAL,0
2033,Rajasthan,SUPERCRITICAL-COAL,0
2035,Rajasthan,SUPERCRITICAL-COAL,0
2037,Rajasthan,SUPERCRITICAL-COAL,0
2039,Rajasthan,SUPERCRITICAL-COAL,1320
2041,Rajasthan,SUPERCRITICAL-COAL,0
2043,Rajasthan,SUPERCRITICAL-COAL,0
2045,Rajasthan,SUPERCRITICAL-COAL,0
2047,Rajasthan,SUPERCRITICAL-COAL,0
2017,Rajasthan,WHR,0
2019,Rajasthan,WHR,0
2021,Rajasthan,WHR,0
2023,Rajasthan,WHR,0
2025,Rajasthan,WHR,0
2027,Rajasthan,WHR,0
2029,Rajasthan,WHR,0
2031,Rajasthan,WHR,0
2033,Rajasthan,WHR,0
2035,Rajasthan,WHR,0
2037,Rajasthan,WHR,0
2039,Rajasthan,WHR,0
2041,Rajasthan,WHR,0
2043,Rajasthan,WHR,0
2045,Rajasthan,WHR,0
2047,Rajasthan,WHR,0
2017,Tamil_Nadu,CCGT-GAS,4
2019,Tamil_Nadu,CCGT-GAS,0
2021,Tamil_Nadu,CCGT-GAS,48
2023,Tamil_Nadu,CCGT-GAS,0
2025,Tamil_Nadu,CCGT-GAS,0
2027,Tamil_Nadu,CCGT-GAS,187
2029,Tamil_Nadu,CCGT-GAS,50
2031,Tamil_Nadu,CCGT-GAS,69.6
2033,Tamil_Nadu,CCGT-GAS,0.2
2035,Tamil_Nadu,CCGT-GAS,0
2037,Tamil_Nadu,CCGT-GAS,0
2039,Tamil_Nadu,CCGT-GAS,0
2041,Tamil_Nadu,CCGT-GAS,0
2043,Tamil_Nadu,CCGT-GAS,0
2045,Tamil_Nadu,CCGT-GAS,0
2047,Tamil_Nadu,CCGT-GAS,0
2017,Tamil_Nadu,CCGT-LNG,0
2019,Tamil_Nadu,CCGT-LNG,0
2021,Tamil_Nadu,CCGT-LNG,0
2023,Tamil_Nadu,CCGT-LNG,0
2025,Tamil_Nadu,CCGT-LNG,0
2027,Tamil_Nadu,CCGT-LNG,0
2029,Tamil_Nadu,CCGT-LNG,0
2031,Tamil_Nadu,CCGT-LNG,0
2033,Tamil_Nadu,CCGT-LNG,0
2035,Tamil_Nadu,CCGT-LNG,0
2037,Tamil_Nadu,CCGT-LNG,0
2039,Tamil_Nadu,CCGT-LNG,0
2041,Tamil_Nadu,CCGT-LNG,0
2043,Tamil_Nadu,CCGT-LNG,0
2045,Tamil_Nadu,CCGT-LNG,0
2047,Tamil_Nadu,CCGT-LNG,0
2017,Tamil_Nadu,COGENERATION-BAGASSE,0
2019,Tamil_Nadu,COGENERATION-BAGASSE,0
2021,Tamil_Nadu,COGENERATION-BAGASSE,0
2023,Tamil_Nadu,COGENERATION-BAGASSE,0
2025,Tamil_Nadu,COGENERATION-BAGASSE,0
2027,Tamil_Nadu,COGENERATION-BAGASSE,0
2029,Tamil_Nadu,COGENERATION-BAGASSE,0
2031,Tamil_Nadu,COGENERATION-BAGASSE,0
2033,Tamil_Nadu,COGENERATION-BAGASSE,0
2035,Tamil_Nadu,COGENERATION-BAGASSE,0
2037,Tamil_Nadu,COGENERATION-BAGASSE,0
2039,Tamil_Nadu,COGENERATION-BAGASSE,0
2041,Tamil_Nadu,COGENERATION-BAGASSE,0
2043,Tamil_Nadu,COGENERATION-BAGASSE,0
2045,Tamil_Nadu,COGENERATION-BAGASSE,0
2047,Tamil_Nadu,COGENERATION-BAGASSE,0
2017,Tamil_Nadu,CT-GAS,0
2019,Tamil_Nadu,CT-GAS,0
2021,Tamil_Nadu,CT-GAS,0
2023,Tamil_Nadu,CT-GAS,0
2025,Tamil_Nadu,CT-GAS,0
2027,Tamil_Nadu,CT-GAS,0
2029,Tamil_Nadu,CT-GAS,0
2031,Tamil_Nadu,CT-GAS,0
2033,Tamil_Nadu,CT-GAS,0
2035,Tamil_Nadu,CT-GAS,0
2037,Tamil_Nadu,CT-GAS,0
2039,Tamil_Nadu,CT-GAS,0
2041,Tamil_Nadu,CT-GAS,0
2043,Tamil_Nadu,CT-GAS,0
2045,Tamil_Nadu,CT-GAS,0
2047,Tamil_Nadu,CT-GAS,0
2017,Tamil_Nadu,DIESEL,0
2019,Tamil_Nadu,DIESEL,0
2021,Tamil_Nadu,DIESEL,0
2023,Tamil_Nadu,DIESEL,103
2025,Tamil_Nadu,DIESEL,54.7
2027,Tamil_Nadu,DIESEL,54
2029,Tamil_Nadu,DIESEL,0
2031,Tamil_Nadu,DIESEL,0
2033,Tamil_Nadu,DIESEL,0
2035,Tamil_Nadu,DIESEL,0
2037,Tamil_Nadu,DIESEL,0
2039,Tamil_Nadu,DIESEL,0
2041,Tamil_Nadu,DIESEL,0
2043,Tamil_Nadu,DIESEL,0
2045,Tamil_Nadu,DIESEL,0
2047,Tamil_Nadu,DIESEL,0
2017,Tamil_Nadu,SUBCRITICAL-COAL,848
2019,Tamil_Nadu,SUBCRITICAL-COAL,700
2021,Tamil_Nadu,SUBCRITICAL-COAL,350
2023,Tamil_Nadu,SUBCRITICAL-COAL,0
2025,Tamil_Nadu,SUBCRITICAL-COAL,0
2027,Tamil_Nadu,SUBCRITICAL-COAL,525
2029,Tamil_Nadu,SUBCRITICAL-COAL,0
2031,Tamil_Nadu,SUBCRITICAL-COAL,0
2033,Tamil_Nadu,SUBCRITICAL-COAL,0
2035,Tamil_Nadu,SUBCRITICAL-COAL,0
2037,Tamil_Nadu,SUBCRITICAL-COAL,1332
2039,Tamil_Nadu,SUBCRITICAL-COAL,2232
2041,Tamil_Nadu,SUBCRITICAL-COAL,1333
2043,Tamil_Nadu,SUBCRITICAL-COAL,0
2045,Tamil_Nadu,SUBCRITICAL-COAL,0
2047,Tamil_Nadu,SUBCRITICAL-COAL,0
2017,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2019,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2021,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2023,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2025,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2027,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2029,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2031,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2033,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2035,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2037,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2039,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2041,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2043,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2045,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2047,Tamil_Nadu,SUBCRITICAL-LIGNITE,0
2017,Tamil_Nadu,SUPERCRITICAL-COAL,0
2019,Tamil_Nadu,SUPERCRITICAL-COAL,0
2021,Tamil_Nadu,SUPERCRITICAL-COAL,0
2023,Tamil_Nadu,SUPERCRITICAL-COAL,0
2025,Tamil_Nadu,SUPERCRITICAL-COAL,0
2027,Tamil_Nadu,SUPERCRITICAL-COAL,0
2029,Tamil_Nadu,SUPERCRITICAL-COAL,0
2031,Tamil_Nadu,SUPERCRITICAL-COAL,0
2033,Tamil_Nadu,SUPERCRITICAL-COAL,0
2035,Tamil_Nadu,SUPERCRITICAL-COAL,0
2037,Tamil_Nadu,SUPERCRITICAL-COAL,0
2039,Tamil_Nadu,SUPERCRITICAL-COAL,0
2041,Tamil_Nadu,SUPERCRITICAL-COAL,0
2043,Tamil_Nadu,SUPERCRITICAL-COAL,0
2045,Tamil_Nadu,SUPERCRITICAL-COAL,0
2047,Tamil_Nadu,SUPERCRITICAL-COAL,0
2017,Tamil_Nadu,WHR,0
2019,Tamil_Nadu,WHR,0
2021,Tamil_Nadu,WHR,0
2023,Tamil_Nadu,WHR,0
2025,Tamil_Nadu,WHR,0
2027,Tamil_Nadu,WHR,0
2029,Tamil_Nadu,WHR,0
2031,Tamil_Nadu,WHR,0
2033,Tamil_Nadu,WHR,0
2035,Tamil_Nadu,WHR,0
2037,Tamil_Nadu,WHR,0
2039,Tamil_Nadu,WHR,0
2041,Tamil_Nadu,WHR,0
2043,Tamil_Nadu,WHR,0
2045,Tamil_Nadu,WHR,0
2047,Tamil_Nadu,WHR,0
2017,Telangana,CCGT-GAS,0
2019,Telangana,CCGT-GAS,0
2021,Telangana,CCGT-GAS,0
2023,Telangana,CCGT-GAS,0
2025,Telangana,CCGT-GAS,0
2027,Telangana,CCGT-GAS,0
2029,Telangana,CCGT-GAS,0
2031,Telangana,CCGT-GAS,0
2033,Telangana,CCGT-GAS,0
2035,Telangana,CCGT-GAS,0
2037,Telangana,CCGT-GAS,0
2039,Telangana,CCGT-GAS,0
2041,Telangana,CCGT-GAS,0
2043,Telangana,CCGT-GAS,0
2045,Telangana,CCGT-GAS,0
2047,Telangana,CCGT-GAS,0
2017,Telangana,CCGT-LNG,0
2019,Telangana,CCGT-LNG,0
2021,Telangana,CCGT-LNG,0
2023,Telangana,CCGT-LNG,0
2025,Telangana,CCGT-LNG,0
2027,Telangana,CCGT-LNG,0
2029,Telangana,CCGT-LNG,0
2031,Telangana,CCGT-LNG,0
2033,Telangana,CCGT-LNG,0
2035,Telangana,CCGT-LNG,0
2037,Telangana,CCGT-LNG,0
2039,Telangana,CCGT-LNG,0
2041,Telangana,CCGT-LNG,0
2043,Telangana,CCGT-LNG,0
2045,Telangana,CCGT-LNG,0
2047,Telangana,CCGT-LNG,0
2017,Telangana,COGENERATION-BAGASSE,0
2019,Telangana,COGENERATION-BAGASSE,0
2021,Telangana,COGENERATION-BAGASSE,0
2023,Telangana,COGENERATION-BAGASSE,0
2025,Telangana,COGENERATION-BAGASSE,0
2027,Telangana,COGENERATION-BAGASSE,0
2029,Telangana,COGENERATION-BAGASSE,0
2031,Telangana,COGENERATION-BAGASSE,0
2033,Telangana,COGENERATION-BAGASSE,0
2035,Telangana,COGENERATION-BAGASSE,0
2037,Telangana,COGENERATION-BAGASSE,0
2039,Telangana,COGENERATION-BAGASSE,0
2041,Telangana,COGENERATION-BAGASSE,0
2043,Telangana,COGENERATION-BAGASSE,0
2045,Telangana,COGENERATION-BAGASSE,0
2047,Telangana,COGENERATION-BAGASSE,0
2017,Telangana,CT-GAS,0
2019,Telangana,CT-GAS,0
2021,Telangana,CT-GAS,0
2023,Telangana,CT-GAS,0
2025,Telangana,CT-GAS,0
2027,Telangana,CT-GAS,0
2029,Telangana,CT-GAS,0
2031,Telangana,CT-GAS,0
2033,Telangana,CT-GAS,0
2035,Telangana,CT-GAS,0
2037,Telangana,CT-GAS,0
2039,Telangana,CT-GAS,0
2041,Telangana,CT-GAS,0
2043,Telangana,CT-GAS,0
2045,Telangana,CT-GAS,0
2047,Telangana,CT-GAS,0
2017,Telangana,DIESEL,0
2019,Telangana,DIESEL,0
2021,Telangana,DIESEL,0
2023,Telangana,DIESEL,0
2025,Telangana,DIESEL,0
2027,Telangana,DIESEL,0
2029,Telangana,DIESEL,0
2031,Telangana,DIESEL,0
2033,Telangana,DIESEL,0
2035,Telangana,DIESEL,0
2037,Telangana,DIESEL,0
2039,Telangana,DIESEL,0
2041,Telangana,DIESEL,0
2043,Telangana,DIESEL,0
2045,Telangana,DIESEL,0
2047,Telangana,DIESEL,0
2017,Telangana,SUBCRITICAL-COAL,397.5
2019,Telangana,SUBCRITICAL-COAL,0
2021,Telangana,SUBCRITICAL-COAL,0
2023,Telangana,SUBCRITICAL-COAL,659
2025,Telangana,SUBCRITICAL-COAL,0
2027,Telangana,SUBCRITICAL-COAL,0
2029,Telangana,SUBCRITICAL-COAL,299
2031,Telangana,SUBCRITICAL-COAL,0
2033,Telangana,SUBCRITICAL-COAL,0
2035,Telangana,SUBCRITICAL-COAL,149
2037,Telangana,SUBCRITICAL-COAL,299
2039,Telangana,SUBCRITICAL-COAL,0
2041,Telangana,SUBCRITICAL-COAL,779
2043,Telangana,SUBCRITICAL-COAL,0
2045,Telangana,SUBCRITICAL-COAL,0
2047,Telangana,SUBCRITICAL-COAL,0
2017,Telangana,SUBCRITICAL-LIGNITE,0
2019,Telangana,SUBCRITICAL-LIGNITE,0
2021,Telangana,SUBCRITICAL-LIGNITE,0
2023,Telangana,SUBCRITICAL-LIGNITE,0
2025,Telangana,SUBCRITICAL-LIGNITE,0
2027,Telangana,SUBCRITICAL-LIGNITE,0
2029,Telangana,SUBCRITICAL-LIGNITE,0
2031,Telangana,SUBCRITICAL-LIGNITE,0
2033,Telangana,SUBCRITICAL-LIGNITE,0
2035,Telangana,SUBCRITICAL-LIGNITE,0
2037,Telangana,SUBCRITICAL-LIGNITE,0
2039,Telangana,SUBCRITICAL-LIGNITE,0
2041,Telangana,SUBCRITICAL-LIGNITE,0
2043,Telangana,SUBCRITICAL-LIGNITE,0
2045,Telangana,SUBCRITICAL-LIGNITE,0
2047,Telangana,SUBCRITICAL-LIGNITE,0
2017,Telangana,SUPERCRITICAL-COAL,0
2019,Telangana,SUPERCRITICAL-COAL,0
2021,Telangana,SUPERCRITICAL-COAL,0
2023,Telangana,SUPERCRITICAL-COAL,0
2025,Telangana,SUPERCRITICAL-COAL,0
2027,Telangana,SUPERCRITICAL-COAL,0
2029,Telangana,SUPERCRITICAL-COAL,0
2031,Telangana,SUPERCRITICAL-COAL,0
2033,Telangana,SUPERCRITICAL-COAL,0
2035,Telangana,SUPERCRITICAL-COAL,0
2037,Telangana,SUPERCRITICAL-COAL,0
2039,Telangana,SUPERCRITICAL-COAL,0
2041,Telangana,SUPERCRITICAL-COAL,0
2043,Telangana,SUPERCRITICAL-COAL,0
2045,Telangana,SUPERCRITICAL-COAL,0
2047,Telangana,SUPERCRITICAL-COAL,0
2017,Telangana,WHR,0
2019,Telangana,WHR,0
2021,Telangana,WHR,0
2023,Telangana,WHR,0
2025,Telangana,WHR,0
2027,Telangana,WHR,0
2029,Telangana,WHR,0
2031,Telangana,WHR,0
2033,Telangana,WHR,0
2035,Telangana,WHR,0
2037,Telangana,WHR,0
2039,Telangana,WHR,0
2041,Telangana,WHR,0
2043,Telangana,WHR,0
2045,Telangana,WHR,0
2047,Telangana,WHR,0
2017,Tripura,CCGT-GAS,0
2019,Tripura,CCGT-GAS,0
2021,Tripura,CCGT-GAS,0
2023,Tripura,CCGT-GAS,19
2025,Tripura,CCGT-GAS,0
2027,Tripura,CCGT-GAS,0
2029,Tripura,CCGT-GAS,0
2031,Tripura,CCGT-GAS,0
2033,Tripura,CCGT-GAS,0
2035,Tripura,CCGT-GAS,0
2037,Tripura,CCGT-GAS,0
2039,Tripura,CCGT-GAS,331
2041,Tripura,CCGT-GAS,39
2043,Tripura,CCGT-GAS,0
2045,Tripura,CCGT-GAS,0
2047,Tripura,CCGT-GAS,0
2017,Tripura,CCGT-LNG,0
2019,Tripura,CCGT-LNG,0
2021,Tripura,CCGT-LNG,0
2023,Tripura,CCGT-LNG,0
2025,Tripura,CCGT-LNG,0
2027,Tripura,CCGT-LNG,0
2029,Tripura,CCGT-LNG,0
2031,Tripura,CCGT-LNG,0
2033,Tripura,CCGT-LNG,0
2035,Tripura,CCGT-LNG,0
2037,Tripura,CCGT-LNG,0
2039,Tripura,CCGT-LNG,0
2041,Tripura,CCGT-LNG,0
2043,Tripura,CCGT-LNG,0
2045,Tripura,CCGT-LNG,0
2047,Tripura,CCGT-LNG,0
2017,Tripura,COGENERATION-BAGASSE,0
2019,Tripura,COGENERATION-BAGASSE,0
2021,Tripura,COGENERATION-BAGASSE,0
2023,Tripura,COGENERATION-BAGASSE,0
2025,Tripura,COGENERATION-BAGASSE,0
2027,Tripura,COGENERATION-BAGASSE,0
2029,Tripura,COGENERATION-BAGASSE,0
2031,Tripura,COGENERATION-BAGASSE,0
2033,Tripura,COGENERATION-BAGASSE,0
2035,Tripura,COGENERATION-BAGASSE,0
2037,Tripura,COGENERATION-BAGASSE,0
2039,Tripura,COGENERATION-BAGASSE,0
2041,Tripura,COGENERATION-BAGASSE,0
2043,Tripura,COGENERATION-BAGASSE,0
2045,Tripura,COGENERATION-BAGASSE,0
2047,Tripura,COGENERATION-BAGASSE,0
2017,Tripura,CT-GAS,0
2019,Tripura,CT-GAS,0
2021,Tripura,CT-GAS,3
2023,Tripura,CT-GAS,3
2025,Tripura,CT-GAS,0
2027,Tripura,CT-GAS,9
2029,Tripura,CT-GAS,0
2031,Tripura,CT-GAS,1
2033,Tripura,CT-GAS,0
2035,Tripura,CT-GAS,5
2037,Tripura,CT-GAS,0
2039,Tripura,CT-GAS,0
2041,Tripura,CT-GAS,0
2043,Tripura,CT-GAS,0
2045,Tripura,CT-GAS,0
2047,Tripura,CT-GAS,0
2017,Tripura,DIESEL,0
2019,Tripura,DIESEL,0
2021,Tripura,DIESEL,0
2023,Tripura,DIESEL,0
2025,Tripura,DIESEL,0
2027,Tripura,DIESEL,0
2029,Tripura,DIESEL,0
2031,Tripura,DIESEL,0
2033,Tripura,DIESEL,0
2035,Tripura,DIESEL,0
2037,Tripura,DIESEL,0
2039,Tripura,DIESEL,0
2041,Tripura,DIESEL,0
2043,Tripura,DIESEL,0
2045,Tripura,DIESEL,0
2047,Tripura,DIESEL,0
2017,Tripura,SUBCRITICAL-COAL,0
2019,Tripura,SUBCRITICAL-COAL,0
2021,Tripura,SUBCRITICAL-COAL,0
2023,Tripura,SUBCRITICAL-COAL,0
2025,Tripura,SUBCRITICAL-COAL,0
2027,Tripura,SUBCRITICAL-COAL,0
2029,Tripura,SUBCRITICAL-COAL,0
2031,Tripura,SUBCRITICAL-COAL,0
2033,Tripura,SUBCRITICAL-COAL,0
2035,Tripura,SUBCRITICAL-COAL,0
2037,Tripura,SUBCRITICAL-COAL,0
2039,Tripura,SUBCRITICAL-COAL,0
2041,Tripura,SUBCRITICAL-COAL,0
2043,Tripura,SUBCRITICAL-COAL,0
2045,Tripura,SUBCRITICAL-COAL,0
2047,Tripura,SUBCRITICAL-COAL,0
2017,Tripura,SUBCRITICAL-LIGNITE,0
2019,Tripura,SUBCRITICAL-LIGNITE,0
2021,Tripura,SUBCRITICAL-LIGNITE,0
2023,Tripura,SUBCRITICAL-LIGNITE,0
2025,Tripura,SUBCRITICAL-LIGNITE,0
2027,Tripura,SUBCRITICAL-LIGNITE,0
2029,Tripura,SUBCRITICAL-LIGNITE,0
2031,Tripura,SUBCRITICAL-LIGNITE,0
2033,Tripura,SUBCRITICAL-LIGNITE,0
2035,Tripura,SUBCRITICAL-LIGNITE,0
2037,Tripura,SUBCRITICAL-LIGNITE,0
2039,Tripura,SUBCRITICAL-LIGNITE,0
2041,Tripura,SUBCRITICAL-LIGNITE,0
2043,Tripura,SUBCRITICAL-LIGNITE,0
2045,Tripura,SUBCRITICAL-LIGNITE,0
2047,Tripura,SUBCRITICAL-LIGNITE,0
2017,Tripura,SUPERCRITICAL-COAL,0
2019,Tripura,SUPERCRITICAL-COAL,0
2021,Tripura,SUPERCRITICAL-COAL,0
2023,Tripura,SUPERCRITICAL-COAL,0
2025,Tripura,SUPERCRITICAL-COAL,0
2027,Tripura,SUPERCRITICAL-COAL,0
2029,Tripura,SUPERCRITICAL-COAL,0
2031,Tripura,SUPERCRITICAL-COAL,0
2033,Tripura,SUPERCRITICAL-COAL,0
2035,Tripura,SUPERCRITICAL-COAL,0
2037,Tripura,SUPERCRITICAL-COAL,0
2039,Tripura,SUPERCRITICAL-COAL,0
2041,Tripura,SUPERCRITICAL-COAL,0
2043,Tripura,SUPERCRITICAL-COAL,0
2045,Tripura,SUPERCRITICAL-COAL,0
2047,Tripura,SUPERCRITICAL-COAL,0
