reeds_ba,state_abbr,model,cr,pollutant,damage
p67,TX,InMAP,H6C,NH3,93314.854278
p67,TX,InMAP,H6C,NOX,26743.715787
p67,TX,InMAP,H6C,PM25,135682.598825
p67,TX,InMAP,H6C,SO2,86655.338022
p67,TX,InMAP,H6C,VOC,12988.977885
p68,MN,AP2,ACS,NH3,8939.125611
p68,MN,AP2,ACS,NOX,7330.377679
p68,MN,AP2,ACS,PM25,21322.216588
p68,MN,AP2,ACS,SO2,23693.260788
p68,MN,AP2,ACS,VOC,2445.563737
p68,MN,AP2,H6C,NH3,22965.962535
p68,MN,AP2,H6C,NOX,18832.564327
p68,MN,AP2,H6C,PM25,54782.162594
p68,MN,AP2,H6C,SO2,60874.148575
p68,MN,AP2,H6C,VOC,6281.883894
p68,MN,EASIUR,ACS,NH3,43911.253739
p68,MN,EASIUR,ACS,NOX,10960.134564
p68,MN,EASIUR,ACS,PM25,63583.028076
p68,MN,EASIUR,ACS,SO2,24818.514100
p68,MN,EASIUR,H6C,NH3,112820.767538
p68,MN,EASIUR,H6C,NOX,28158.593783
p68,MN,EASIUR,H6C,PM25,163363.972692
p68,MN,EASIUR,H6C,SO2,63765.291388
p68,MN,InMAP,ACS,NH3,25529.305744
p68,MN,InMAP,ACS,NOX,10074.825166
p68,MN,InMAP,ACS,PM25,30481.535837
p68,MN,InMAP,ACS,SO2,19923.006452
p68,MN,InMAP,ACS,VOC,2975.333612
p68,MN,InMAP,H6C,NH3,65591.546978
p68,MN,InMAP,H6C,NOX,25883.945155
p68,MN,InMAP,H6C,PM25,78315.441500
p68,MN,InMAP,H6C,SO2,51187.135336
p68,MN,InMAP,H6C,VOC,7643.035512
p69,IA,AP2,ACS,NH3,10867.479459
p69,IA,AP2,ACS,NOX,6681.304225
p69,IA,AP2,ACS,PM25,21425.175438
p69,IA,AP2,ACS,SO2,20464.020795
p69,IA,AP2,ACS,VOC,2440.257178
p69,IA,AP2,H6C,NH3,27920.532598
p69,IA,AP2,H6C,NOX,17164.882900
p69,IA,AP2,H6C,PM25,55046.697461
p69,IA,AP2,H6C,SO2,52577.177658
p69,IA,AP2,H6C,VOC,6268.249613
p69,IA,EASIUR,ACS,NH3,45780.409756
p69,IA,EASIUR,ACS,NOX,10813.162130
p69,IA,EASIUR,ACS,PM25,63931.217318
p69,IA,EASIUR,ACS,SO2,26256.041898
p69,IA,EASIUR,H6C,NH3,117623.239069
p69,IA,EASIUR,H6C,NOX,27780.973661
p69,IA,EASIUR,H6C,PM25,164258.584438
p69,IA,EASIUR,H6C,SO2,67458.769219
p69,IA,InMAP,ACS,NH3,33907.491408
p69,IA,InMAP,ACS,NOX,11228.183272
p69,IA,InMAP,ACS,PM25,41327.000940
p69,IA,InMAP,ACS,SO2,26383.471738
p69,IA,InMAP,ACS,VOC,3533.165007
p69,IA,InMAP,H6C,NH3,87117.838898
p69,IA,InMAP,H6C,NOX,28847.298355
p69,IA,InMAP,H6C,PM25,106180.979125
p69,IA,InMAP,H6C,SO2,67786.178043
p69,IA,InMAP,H6C,VOC,9076.286329
p7,OR,AP2,ACS,NH3,2443.492828
p7,OR,AP2,ACS,NOX,2729.814209
p7,OR,AP2,ACS,PM25,6925.628065
p7,OR,AP2,ACS,SO2,7852.733401
p7,OR,AP2,ACS,VOC,914.869977
p7,OR,AP2,H6C,NH3,6276.563053
p7,OR,AP2,H6C,NOX,7012.216080
p7,OR,AP2,H6C,PM25,17792.630541
p7,OR,AP2,H6C,SO2,20174.666568
p7,OR,AP2,H6C,VOC,2349.032314
p7,OR,EASIUR,ACS,NH3,6904.576353
p7,OR,EASIUR,ACS,NOX,1671.778597
p7,OR,EASIUR,ACS,PM25,18121.545137
p7,OR,EASIUR,ACS,SO2,12414.117318
p7,OR,EASIUR,H6C,NH3,17738.541825
p7,OR,EASIUR,H6C,NOX,4293.777462
p7,OR,EASIUR,H6C,PM25,46558.593582
p7,OR,EASIUR,H6C,SO2,31894.349768
p7,OR,InMAP,ACS,NH3,4764.179545
p7,OR,InMAP,ACS,NOX,4261.569449
p7,OR,InMAP,ACS,PM25,5911.830580
p7,OR,InMAP,ACS,SO2,4256.424982
p7,OR,InMAP,ACS,VOC,799.582442
p7,OR,InMAP,H6C,NH3,12239.164233
p7,OR,InMAP,H6C,NOX,10947.794945
p7,OR,InMAP,H6C,PM25,15187.854105
p7,OR,InMAP,H6C,SO2,10934.577133
p7,OR,InMAP,H6C,VOC,2052.821031
p70,IA,AP2,ACS,NH3,10214.222836
p70,IA,AP2,ACS,NOX,6572.078511
p70,IA,AP2,ACS,PM25,20931.477760
p70,IA,AP2,ACS,SO2,15323.296428
p70,IA,AP2,ACS,VOC,2388.911182
p70,IA,AP2,H6C,NH3,26242.103239
p70,IA,AP2,H6C,NOX,16884.246411
p70,IA,AP2,H6C,PM25,53778.227088
p70,IA,AP2,H6C,SO2,39368.979869
p70,IA,AP2,H6C,VOC,6136.325001
p70,IA,EASIUR,ACS,NH3,40751.004762
p70,IA,EASIUR,ACS,NOX,9725.059907
p70,IA,EASIUR,ACS,PM25,62261.880959
p70,IA,EASIUR,ACS,SO2,24826.396174
p70,IA,EASIUR,H6C,NH3,104701.057042
p70,IA,EASIUR,H6C,NOX,24985.284111
p70,IA,EASIUR,H6C,PM25,159969.514804
p70,IA,EASIUR,H6C,SO2,63785.543008
p70,IA,InMAP,ACS,NH3,34624.079420
p70,IA,InMAP,ACS,NOX,11928.018327
p70,IA,InMAP,ACS,PM25,41412.053107
p70,IA,InMAP,ACS,SO2,26044.393641
p70,IA,InMAP,ACS,VOC,3810.655305
p70,IA,InMAP,H6C,NH3,88958.987248
p70,IA,InMAP,H6C,NOX,30645.402892
p70,IA,InMAP,H6C,PM25,106399.505874
p70,IA,InMAP,H6C,SO2,66914.975811
p70,IA,InMAP,H6C,VOC,9789.249422
p71,MO,AP2,ACS,NH3,12790.457759
p71,MO,AP2,ACS,NOX,6709.662503
p71,MO,AP2,ACS,PM25,22025.124757
p71,MO,AP2,ACS,SO2,22373.049639
p71,MO,AP2,ACS,VOC,2484.584485
p71,MO,AP2,H6C,NH3,32861.291121
p71,MO,AP2,H6C,NOX,17237.744565
p71,MO,AP2,H6C,PM25,56588.162965
p71,MO,AP2,H6C,SO2,57482.095480
p71,MO,AP2,H6C,VOC,6382.140925
p71,MO,EASIUR,ACS,NH3,37114.757810
p71,MO,EASIUR,ACS,NOX,8177.048041
p71,MO,EASIUR,ACS,PM25,55284.362722
p71,MO,EASIUR,ACS,SO2,23848.719308
p71,MO,EASIUR,H6C,NH3,95358.352490
p71,MO,EASIUR,H6C,NOX,21007.936669
p71,MO,EASIUR,H6C,PM25,142041.994391
p71,MO,EASIUR,H6C,SO2,61273.572225
p71,MO,InMAP,ACS,NH3,33756.147010
p71,MO,InMAP,ACS,NOX,11933.386071
p71,MO,InMAP,ACS,PM25,39997.992630
p71,MO,InMAP,ACS,SO2,25606.065233
p71,MO,InMAP,ACS,VOC,3962.942655
p71,MO,InMAP,H6C,NH3,86728.985774
p71,MO,InMAP,H6C,NOX,30659.194377
p71,MO,InMAP,H6C,PM25,102766.323244
p71,MO,InMAP,H6C,SO2,65788.767146
p71,MO,InMAP,H6C,VOC,10180.525300
p72,MO,AP2,ACS,NH3,27780.946091
p72,MO,AP2,ACS,NOX,7220.221682
p72,MO,AP2,ACS,PM25,29910.251636
p72,MO,AP2,ACS,SO2,22038.532066
p72,MO,AP2,ACS,VOC,3290.781803
p72,MO,AP2,H6C,NH3,71376.745508
p72,MO,AP2,H6C,NOX,18549.537639
p72,MO,AP2,H6C,PM25,76847.626037
p72,MO,AP2,H6C,SO2,56622.610715
p72,MO,AP2,H6C,VOC,8453.524815
p72,MO,EASIUR,ACS,NH3,42352.453093
p72,MO,EASIUR,ACS,NOX,6875.767512
p72,MO,EASIUR,ACS,PM25,66725.263751
p72,MO,EASIUR,ACS,SO2,22390.838961
p72,MO,EASIUR,H6C,NH3,108815.700190
p72,MO,EASIUR,H6C,NOX,17664.522516
p72,MO,EASIUR,H6C,PM25,171437.401125
p72,MO,EASIUR,H6C,SO2,57527.802049
p72,MO,InMAP,ACS,NH3,32048.290075
p72,MO,InMAP,ACS,NOX,11489.343855
p72,MO,InMAP,ACS,PM25,38547.115569
p72,MO,InMAP,ACS,SO2,24117.696138
p72,MO,InMAP,ACS,VOC,4050.981342
p72,MO,InMAP,H6C,NH3,82340.944206
p72,MO,InMAP,H6C,NOX,29518.305081
p72,MO,InMAP,H6C,PM25,99038.546802
p72,MO,InMAP,H6C,SO2,61964.661440
p72,MO,InMAP,H6C,VOC,10406.725406
p73,MO,AP2,ACS,NH3,17890.857834
p73,MO,AP2,ACS,NOX,6324.313462
p73,MO,AP2,ACS,PM25,23269.549246
p73,MO,AP2,ACS,SO2,21033.587527
p73,MO,AP2,ACS,VOC,2602.699712
p73,MO,AP2,H6C,NH3,45965.882655
p73,MO,AP2,H6C,NOX,16247.657179
p73,MO,AP2,H6C,PM25,59785.495409
p73,MO,AP2,H6C,SO2,54040.580387
p73,MO,AP2,H6C,VOC,6685.617471
p73,MO,EASIUR,ACS,NH3,38108.884825
p73,MO,EASIUR,ACS,NOX,5487.679702
p73,MO,EASIUR,ACS,PM25,55003.027733
p73,MO,EASIUR,ACS,SO2,21088.663078
p73,MO,EASIUR,H6C,NH3,97912.589075
p73,MO,EASIUR,H6C,NOX,14098.072141
p73,MO,EASIUR,H6C,PM25,141319.153050
p73,MO,EASIUR,H6C,SO2,54182.087441
p73,MO,InMAP,ACS,NH3,27765.710348
p73,MO,InMAP,ACS,NOX,11010.766323
p73,MO,InMAP,ACS,PM25,31392.855397
p73,MO,InMAP,ACS,SO2,21116.475139
p73,MO,InMAP,ACS,VOC,3798.862595
p73,MO,InMAP,H6C,NH3,71337.599920
p73,MO,InMAP,H6C,NOX,28288.683291
p73,MO,InMAP,H6C,PM25,80656.918721
p73,MO,InMAP,H6C,SO2,54253.545704
p73,MO,InMAP,H6C,VOC,9758.950104
p74,MI,AP2,ACS,NH3,13132.023697
p74,MI,AP2,ACS,NOX,3090.677297
p74,MI,AP2,ACS,PM25,12878.197085
p74,MI,AP2,ACS,SO2,15426.716025
p74,MI,AP2,ACS,VOC,1516.302684
p74,MI,AP2,H6C,NH3,33738.885432
p74,MI,AP2,H6C,NOX,7939.391064
p74,MI,AP2,H6C,PM25,33086.722068
p74,MI,AP2,H6C,SO2,39634.698550
p74,MI,AP2,H6C,VOC,3894.309126
p74,MI,EASIUR,ACS,NH3,35997.255718
p74,MI,EASIUR,ACS,NOX,7315.800219
p74,MI,EASIUR,ACS,PM25,50944.098580
p74,MI,EASIUR,ACS,SO2,28165.533144
p74,MI,EASIUR,H6C,NH3,92487.125095
p74,MI,EASIUR,H6C,NOX,18795.110079
p74,MI,EASIUR,H6C,PM25,130890.440018
p74,MI,EASIUR,H6C,SO2,72364.875098
p74,MI,InMAP,ACS,NH3,7390.592355
p74,MI,InMAP,ACS,NOX,2347.770384
p74,MI,InMAP,ACS,PM25,8802.544667
p74,MI,InMAP,ACS,SO2,5700.574223
p74,MI,InMAP,ACS,VOC,939.120519
p74,MI,InMAP,H6C,NH3,18987.275475
p74,MI,InMAP,H6C,NOX,6030.620870
p74,MI,InMAP,H6C,PM25,22615.041541
p74,MI,InMAP,H6C,SO2,14645.067612
p74,MI,InMAP,H6C,VOC,2411.339870
p75,WI,AP2,ACS,NH3,14181.549027
p75,WI,AP2,ACS,NOX,4410.915523
p75,WI,AP2,ACS,PM25,17989.385057
p75,WI,AP2,ACS,SO2,18194.960889
p75,WI,AP2,ACS,VOC,2063.716674
p75,WI,AP2,H6C,NH3,36435.458359
p75,WI,AP2,H6C,NOX,11331.513727
p75,WI,AP2,H6C,PM25,46219.031230
p75,WI,AP2,H6C,SO2,46747.222595
p75,WI,AP2,H6C,VOC,5300.794231
p75,WI,EASIUR,ACS,NH3,46473.186719
p75,WI,EASIUR,ACS,NOX,10063.025943
p75,WI,EASIUR,ACS,PM25,68085.474586
p75,WI,EASIUR,ACS,SO2,28136.401165
p75,WI,EASIUR,H6C,NH3,119403.209050
p75,WI,EASIUR,H6C,NOX,25853.629101
p75,WI,EASIUR,H6C,PM25,174932.226457
p75,WI,EASIUR,H6C,SO2,72290.025544
p75,WI,InMAP,ACS,NH3,17683.784955
p75,WI,InMAP,ACS,NOX,5635.548546
p75,WI,InMAP,ACS,PM25,21969.728495
p75,WI,InMAP,ACS,SO2,13442.298238
p75,WI,InMAP,ACS,VOC,2022.011262
p75,WI,InMAP,H6C,NH3,45433.844881
p75,WI,InMAP,H6C,NOX,14477.995436
p75,WI,InMAP,H6C,PM25,56445.831900
p75,WI,InMAP,H6C,SO2,34536.081936
p75,WI,InMAP,H6C,VOC,5193.639424
p76,WI,AP2,ACS,NH3,14599.684995
p76,WI,AP2,ACS,NOX,5999.710041
p76,WI,AP2,ACS,PM25,25200.468579
p76,WI,AP2,ACS,SO2,21761.042054
p76,WI,AP2,ACS,VOC,2838.007684
p76,WI,AP2,H6C,NH3,37509.786057
p76,WI,AP2,H6C,NOX,15413.645104
p76,WI,AP2,H6C,PM25,64746.657037
p76,WI,AP2,H6C,SO2,55909.648357
p76,WI,AP2,H6C,VOC,7290.200410
p76,WI,EASIUR,ACS,NH3,55835.526515
p76,WI,EASIUR,ACS,NOX,13033.293715
p76,WI,EASIUR,ACS,PM25,85344.249820
p76,WI,EASIUR,ACS,SO2,28397.922233
p76,WI,EASIUR,H6C,NH3,143458.113967
p76,WI,EASIUR,H6C,NOX,33485.215906
p76,WI,EASIUR,H6C,PM25,219275.649820
p76,WI,EASIUR,H6C,SO2,72961.958475
p76,WI,InMAP,ACS,NH3,30768.404857
p76,WI,InMAP,ACS,NOX,8587.006505
p76,WI,InMAP,ACS,PM25,40233.850841
p76,WI,InMAP,ACS,SO2,22565.636965
p76,WI,InMAP,ACS,VOC,3094.658511
p76,WI,InMAP,H6C,NH3,79052.501586
p76,WI,InMAP,H6C,NOX,22061.253693
p76,WI,InMAP,H6C,PM25,103372.319933
p76,WI,InMAP,H6C,SO2,57976.915147
p76,WI,InMAP,H6C,VOC,7949.620103
p77,WI,AP2,ACS,NH3,15443.406042
p77,WI,AP2,ACS,NOX,6421.888962
p77,WI,AP2,ACS,PM25,23953.656312
p77,WI,AP2,ACS,SO2,22175.423330
p77,WI,AP2,ACS,VOC,2698.674535
p77,WI,AP2,H6C,NH3,39677.580652
p77,WI,AP2,H6C,NOX,16498.360468
p77,WI,AP2,H6C,PM25,61543.189613
p77,WI,AP2,H6C,SO2,56974.329028
p77,WI,AP2,H6C,VOC,6932.208099
p77,WI,EASIUR,ACS,NH3,52484.209297
p77,WI,EASIUR,ACS,NOX,12270.058407
p77,WI,EASIUR,ACS,PM25,75240.611584
p77,WI,EASIUR,ACS,SO2,28319.653644
p77,WI,EASIUR,H6C,NH3,134847.486867
p77,WI,EASIUR,H6C,NOX,31524.215429
p77,WI,EASIUR,H6C,PM25,193316.107411
p77,WI,EASIUR,H6C,SO2,72760.860944
p77,WI,InMAP,ACS,NH3,40655.404228
p77,WI,InMAP,ACS,NOX,11335.039638
p77,WI,InMAP,ACS,PM25,52750.546041
p77,WI,InMAP,ACS,SO2,30798.041997
p77,WI,InMAP,ACS,VOC,3843.770962
p77,WI,InMAP,H6C,NH3,104455.428102
p77,WI,InMAP,H6C,NOX,29121.847217
p77,WI,InMAP,H6C,PM25,135531.792810
p77,WI,InMAP,H6C,SO2,79128.649069
p77,WI,InMAP,H6C,VOC,9874.334349
p78,WI,AP2,ACS,NH3,35508.986533
p78,WI,AP2,ACS,NOX,8242.175875
p78,WI,AP2,ACS,PM25,38538.711497
p78,WI,AP2,ACS,SO2,26826.412993
p78,WI,AP2,ACS,VOC,4221.433879
p78,WI,AP2,H6C,NH3,91232.602287
p78,WI,AP2,H6C,NOX,21175.271320
p78,WI,AP2,H6C,PM25,99016.954017
p78,WI,AP2,H6C,SO2,68924.238620
p78,WI,AP2,H6C,VOC,10844.673574
p78,WI,EASIUR,ACS,NH3,62963.048877
p78,WI,EASIUR,ACS,NOX,15028.730283
p78,WI,EASIUR,ACS,PM25,100271.546460
p78,WI,EASIUR,ACS,SO2,28649.339997
p78,WI,EASIUR,H6C,NH3,161771.043867
p78,WI,EASIUR,H6C,NOX,38612.143357
p78,WI,EASIUR,H6C,PM25,257628.744167
p78,WI,EASIUR,H6C,SO2,73607.932727
p78,WI,InMAP,ACS,NH3,50642.814357
p78,WI,InMAP,ACS,NOX,11737.063190
p78,WI,InMAP,ACS,PM25,69301.705263
p78,WI,InMAP,ACS,SO2,35355.708663
p78,WI,InMAP,ACS,VOC,4444.850917
p78,WI,InMAP,H6C,NH3,130116.342600
p78,WI,InMAP,H6C,NOX,30154.776853
p78,WI,InMAP,H6C,PM25,178057.119833
p78,WI,InMAP,H6C,SO2,90838.781440
p78,WI,InMAP,H6C,VOC,11418.704827
p79,WI,AP2,ACS,NH3,34601.280482
p79,WI,AP2,ACS,NOX,7366.263049
p79,WI,AP2,ACS,PM25,43959.869970
p79,WI,AP2,ACS,SO2,26326.282860
p79,WI,AP2,ACS,VOC,4768.460526
p79,WI,AP2,H6C,NH3,88900.409346
p79,WI,AP2,H6C,NOX,18924.765552
p79,WI,AP2,H6C,PM25,112945.678484
p79,WI,AP2,H6C,SO2,67639.241161
p79,WI,AP2,H6C,VOC,12250.163469
p79,WI,EASIUR,ACS,NH3,63685.726598
p79,WI,EASIUR,ACS,NOX,17926.269010
p79,WI,EASIUR,ACS,PM25,116929.259902
p79,WI,EASIUR,ACS,SO2,31915.885836
p79,WI,EASIUR,H6C,NH3,163627.838711
p79,WI,EASIUR,H6C,NOX,46056.865516
p79,WI,EASIUR,H6C,PM25,300427.843689
p79,WI,EASIUR,H6C,SO2,82000.754529
p79,WI,InMAP,ACS,NH3,35293.490618
p79,WI,InMAP,ACS,NOX,8471.688938
p79,WI,InMAP,ACS,PM25,46660.027664
p79,WI,InMAP,ACS,SO2,24306.124232
p79,WI,InMAP,ACS,VOC,3438.606467
p79,WI,InMAP,H6C,NH3,90678.922979
p79,WI,InMAP,H6C,NOX,21764.965246
p79,WI,InMAP,H6C,PM25,119883.264406
p79,WI,InMAP,H6C,SO2,62448.794680
p79,WI,InMAP,H6C,VOC,8833.334598
p8,CA,AP2,ACS,NH3,4411.083352
p8,CA,AP2,ACS,NOX,1686.920788
p8,CA,AP2,ACS,PM25,5603.506873
p8,CA,AP2,ACS,SO2,6141.023776
p8,CA,AP2,ACS,VOC,769.510425
p8,CA,AP2,H6C,NH3,11331.944936
p8,CA,AP2,H6C,NOX,4332.682692
p8,CA,AP2,H6C,PM25,14395.669925
p8,CA,AP2,H6C,SO2,15776.726191
p8,CA,AP2,H6C,VOC,1975.556210
p8,CA,EASIUR,ACS,NH3,6755.528736
p8,CA,EASIUR,ACS,NOX,1568.982928
p8,CA,EASIUR,ACS,PM25,19877.526907
p8,CA,EASIUR,ACS,SO2,12504.268830
p8,CA,EASIUR,H6C,NH3,17355.589880
p8,CA,EASIUR,H6C,NOX,4029.661857
p8,CA,EASIUR,H6C,PM25,51070.283550
p8,CA,EASIUR,H6C,SO2,32125.978407
p8,CA,InMAP,ACS,NH3,5428.738949
p8,CA,InMAP,ACS,NOX,4290.687915
p8,CA,InMAP,ACS,PM25,6747.272083
p8,CA,InMAP,ACS,SO2,4727.066543
p8,CA,InMAP,ACS,VOC,869.882474
p8,CA,InMAP,H6C,NH3,13946.634120
p8,CA,InMAP,H6C,NOX,11022.609787
p8,CA,InMAP,H6C,PM25,17334.375843
p8,CA,InMAP,H6C,SO2,12143.808827
p8,CA,InMAP,H6C,VOC,2233.444746
p80,IL,AP2,ACS,NH3,148913.927981
p80,IL,AP2,ACS,NOX,7068.796746
p80,IL,AP2,ACS,PM25,60696.164013
p80,IL,AP2,ACS,SO2,26873.231355
p80,IL,AP2,ACS,VOC,6398.599342
p80,IL,AP2,H6C,NH3,382606.889365
p80,IL,AP2,H6C,NOX,18160.477585
p80,IL,AP2,H6C,PM25,155946.677243
p80,IL,AP2,H6C,SO2,69044.530259
p80,IL,AP2,H6C,VOC,16438.521837
p80,IL,EASIUR,ACS,NH3,71831.553158
p80,IL,EASIUR,ACS,NOX,16211.865605
p80,IL,EASIUR,ACS,PM25,123778.194775
p80,IL,EASIUR,ACS,SO2,28731.117325
p80,IL,EASIUR,H6C,NH3,184557.124285
p80,IL,EASIUR,H6C,NOX,41652.003931
p80,IL,EASIUR,H6C,PM25,318024.991495
p80,IL,EASIUR,H6C,SO2,73818.045357
p80,IL,InMAP,ACS,NH3,53268.482829
p80,IL,InMAP,ACS,NOX,12190.102167
p80,IL,InMAP,ACS,PM25,72481.252836
p80,IL,InMAP,ACS,SO2,35030.345502
p80,IL,InMAP,ACS,VOC,4804.998714
p80,IL,InMAP,H6C,NH3,136862.541377
p80,IL,InMAP,H6C,NOX,31318.781769
p80,IL,InMAP,H6C,PM25,186226.414695
p80,IL,InMAP,H6C,SO2,90002.817334
p80,IL,InMAP,H6C,VOC,12344.041993
p81,IL,AP2,ACS,NH3,21962.678965
p81,IL,AP2,ACS,NOX,6622.112034
p81,IL,AP2,ACS,PM25,28346.769976
p81,IL,AP2,ACS,SO2,23348.172254
p81,IL,AP2,ACS,VOC,3136.611900
p81,IL,AP2,H6C,NH3,56427.719362
p81,IL,AP2,H6C,NOX,17012.798852
p81,IL,AP2,H6C,PM25,72830.531644
p81,IL,AP2,H6C,SO2,59987.503564
p81,IL,AP2,H6C,VOC,8057.412044
p81,IL,EASIUR,ACS,NH3,48593.988065
p81,IL,EASIUR,ACS,NOX,8373.370404
p81,IL,EASIUR,ACS,PM25,68757.066439
p81,IL,EASIUR,ACS,SO2,24166.946383
p81,IL,EASIUR,H6C,NH3,124852.239515
p81,IL,EASIUR,H6C,NOX,21512.352862
p81,IL,EASIUR,H6C,PM25,176657.765015
p81,IL,EASIUR,H6C,SO2,62091.201385
p81,IL,InMAP,ACS,NH3,33710.162478
p81,IL,InMAP,ACS,NOX,11374.496278
p81,IL,InMAP,ACS,PM25,40351.597293
p81,IL,InMAP,ACS,SO2,25488.323451
p81,IL,InMAP,ACS,VOC,4130.244847
p81,IL,InMAP,H6C,NH3,86610.836509
p81,IL,InMAP,H6C,NOX,29223.224193
p81,IL,InMAP,H6C,PM25,103674.848973
p81,IL,InMAP,H6C,SO2,65486.250100
p81,IL,InMAP,H6C,VOC,10610.379206
p82,IL,AP2,ACS,NH3,31530.083690
p82,IL,AP2,ACS,NOX,6894.547164
p82,IL,AP2,ACS,PM25,32152.377527
p82,IL,AP2,ACS,SO2,24755.938447
p82,IL,AP2,ACS,VOC,3530.478064
p82,IL,AP2,H6C,NH3,81009.502972
p82,IL,AP2,H6C,NOX,17712.773567
p82,IL,AP2,H6C,PM25,82608.378818
p82,IL,AP2,H6C,SO2,63604.514118
p82,IL,AP2,H6C,VOC,9069.382698
p82,IL,EASIUR,ACS,NH3,52241.673597
p82,IL,EASIUR,ACS,NOX,10882.880654
p82,IL,EASIUR,ACS,PM25,79306.999292
p82,IL,EASIUR,ACS,SO2,26086.140743
p82,IL,EASIUR,H6C,NH3,134224.333517
p82,IL,EASIUR,H6C,NOX,27960.103292
p82,IL,EASIUR,H6C,PM25,203763.983900
p82,IL,EASIUR,H6C,SO2,67022.237727
p82,IL,InMAP,ACS,NH3,39669.313253
p82,IL,InMAP,ACS,NOX,12459.073995
p82,IL,InMAP,ACS,PM25,48305.013250
p82,IL,InMAP,ACS,SO2,29441.129280
p82,IL,InMAP,ACS,VOC,4393.076823
p82,IL,InMAP,H6C,NH3,101921.838702
p82,IL,InMAP,H6C,NOX,32009.858135
p82,IL,InMAP,H6C,PM25,124109.768950
p82,IL,InMAP,H6C,SO2,75642.297665
p82,IL,InMAP,H6C,VOC,11285.680287
p83,IL,AP2,ACS,NH3,23615.315372
p83,IL,AP2,ACS,NOX,5788.913676
p83,IL,AP2,ACS,PM25,28706.029251
p83,IL,AP2,ACS,SO2,23875.183180
p83,IL,AP2,ACS,VOC,3177.560023
p83,IL,AP2,H6C,NH3,60673.881374
p83,IL,AP2,H6C,NOX,14872.040482
p83,IL,AP2,H6C,PM25,73753.585911
p83,IL,AP2,H6C,SO2,61341.566541
p83,IL,AP2,H6C,VOC,8162.621129
p83,IL,EASIUR,ACS,NH3,53817.019093
p83,IL,EASIUR,ACS,NOX,8884.123792
p83,IL,EASIUR,ACS,PM25,69417.135751
p83,IL,EASIUR,ACS,SO2,24426.783320
p83,IL,EASIUR,H6C,NH3,138271.909971
p83,IL,EASIUR,H6C,NOX,22824.644923
p83,IL,EASIUR,H6C,PM25,178353.698392
p83,IL,EASIUR,H6C,SO2,62758.807232
p83,IL,InMAP,ACS,NH3,35507.653042
p83,IL,InMAP,ACS,NOX,11559.862329
p83,IL,InMAP,ACS,PM25,42263.987379
p83,IL,InMAP,ACS,SO2,27008.237745
p83,IL,InMAP,ACS,VOC,4244.167812
p83,IL,InMAP,H6C,NH3,91229.176106
p83,IL,InMAP,H6C,NOX,29699.490040
p83,IL,InMAP,H6C,PM25,108588.402922
p83,IL,InMAP,H6C,SO2,69391.405716
p83,IL,InMAP,H6C,VOC,10903.084465
p84,MO,AP2,ACS,NH3,12805.213922
p84,MO,AP2,ACS,NOX,5848.998739
p84,MO,AP2,ACS,PM25,20612.769819
p84,MO,AP2,ACS,SO2,21090.355418
p84,MO,AP2,ACS,VOC,2327.348353
p84,MO,AP2,H6C,NH3,32899.204516
p84,MO,AP2,H6C,NOX,15026.418608
p84,MO,AP2,H6C,PM25,52959.362428
p84,MO,AP2,H6C,SO2,54186.435615
p84,MO,AP2,H6C,VOC,5978.150010
p84,MO,EASIUR,ACS,NH3,34454.153553
p84,MO,EASIUR,ACS,NOX,4711.992623
p84,MO,EASIUR,ACS,PM25,48941.560789
p84,MO,EASIUR,ACS,SO2,19932.360912
p84,MO,EASIUR,H6C,NH3,88522.392269
p84,MO,EASIUR,H6C,NOX,12105.079009
p84,MO,EASIUR,H6C,PM25,125745.267224
p84,MO,EASIUR,H6C,SO2,51211.169993
p84,MO,InMAP,ACS,NH3,26442.681428
p84,MO,InMAP,ACS,NOX,10832.061219
p84,MO,InMAP,ACS,PM25,29514.067430
p84,MO,InMAP,ACS,SO2,20083.391050
p84,MO,InMAP,ACS,VOC,3713.598069
p84,MO,InMAP,H6C,NH3,67938.307059
p84,MO,InMAP,H6C,NOX,27829.531582
p84,MO,InMAP,H6C,PM25,75829.699576
p84,MO,InMAP,H6C,SO2,51599.215689
p84,MO,InMAP,H6C,VOC,9539.877725
p85,AR,AP2,ACS,NH3,8512.998170
p85,AR,AP2,ACS,NOX,5534.801629
p85,AR,AP2,ACS,PM25,19074.089295
p85,AR,AP2,ACS,SO2,18562.763984
p85,AR,AP2,ACS,VOC,2166.123829
p85,AR,AP2,H6C,NH3,21871.102139
p85,AR,AP2,H6C,NOX,14219.143744
p85,AR,AP2,H6C,PM25,49005.990246
p85,AR,AP2,H6C,SO2,47692.228727
p85,AR,AP2,H6C,VOC,5563.911619
p85,AR,EASIUR,ACS,NH3,30393.247789
p85,AR,EASIUR,ACS,NOX,3520.186221
p85,AR,EASIUR,ACS,PM25,46547.966374
p85,AR,EASIUR,ACS,SO2,18234.994436
p85,AR,EASIUR,H6C,NH3,78088.600701
p85,AR,EASIUR,H6C,NOX,9042.939595
p85,AR,EASIUR,H6C,PM25,119595.342391
p85,AR,EASIUR,H6C,SO2,46850.081841
p85,AR,InMAP,ACS,NH3,23515.742226
p85,AR,InMAP,ACS,NOX,10215.516852
p85,AR,InMAP,ACS,PM25,27862.422338
p85,AR,InMAP,ACS,SO2,18483.663160
p85,AR,InMAP,ACS,VOC,3485.788057
