from_ba,to_ba,WKT
p188,p174,"LINESTRING(-97.7701586082275 20.8348214371417,-99.0146229506645 22.0562165828326)"
p121,p125,"LINESTRING(-77.7202795834312 39.6416487824015,-75.52098513 39.16083229)"
p125,p121,"LINESTRING(-75.52098513 39.16083229,-77.7202795834312 39.6416487824015)"
p28,p30,"LINESTRING(-112.071937559695 33.5419257363676,-110.891932066526 32.2069426227557)"
p30,p28,"LINESTRING(-110.891932066526 32.2069426227557,-112.071937559695 33.5419257363676)"
p38,p45,"LINESTRING(-96.729997804536 43.5499890330683,-94.99698758 42.42384459)"
p45,p38,"LINESTRING(-94.99698758 42.42384459,-96.729997804536 43.5499890330683)"
p128,p133,"LINESTRING(-73.25742602 40.80816052,-71.4169255559512 41.8230481729244)"
p133,p128,"LINESTRING(-71.4169255559512 41.8230481729244,-73.25742602 40.80816052)"
p161,p166,"LINESTRING(-106.935479634913 24.3756966070532,-105.052527418409 24.232600490598)"
p166,p161,"LINESTRING(-105.052527418409 24.232600490598,-106.935479634913 24.3756966070532)"
p117,p118,"LINESTRING(-81.6327281104652 38.3497379751048,-79.9416168637136 37.2711991567412)"
p118,p117,"LINESTRING(-79.9416168637136 37.2711991567412,-81.6327281104652 38.3497379751048)"
p40,p41,"LINESTRING(-98.357986289243 40.9222682892426,-96.0099900734133 41.2400008331892)"
p41,p40,"LINESTRING(-96.0099900734133 41.2400008331892,-98.357986289243 40.9222682892426)"
p176,p187,"LINESTRING(-98.8880381360018 21.5196545172561,-99.2695042895469 19.8452863755325)"
p187,p176,"LINESTRING(-99.2695042895469 19.8452863755325,-98.8880381360018 21.5196545172561)"
p108,p92,"LINESTRING(-87.113323813612 37.7745792836963,-86.76913977 36.1715035299999)"
p92,p108,"LINESTRING(-86.76913977 36.1715035299999,-87.113323813612 37.7745792836963)"
p187,p188,"LINESTRING(-99.2695042895469 19.8452863755325,-97.7701586082275 20.8348214371417)"
p188,p187,"LINESTRING(-97.7701586082275 20.8348214371417,-99.2695042895469 19.8452863755325)"
p57,p63,"LINESTRING(-94.7402742937857 32.5005342804199,-96.8419627874982 32.8219696816773)"
p63,p57,"LINESTRING(-96.8419627874982 32.8219696816773,-94.7402742937857 32.5005342804199)"
p100,p119,"LINESTRING(-78.1666347673523 39.178731301931,-77.8602452002939 40.7937231639167)"
p119,p100,"LINESTRING(-77.8602452002939 40.7937231639167,-78.1666347673523 39.178731301931)"
p41,p70,"LINESTRING(-96.0099900734133 41.2400008331892,-93.6199809181302 41.5799800812373)"
p70,p41,"LINESTRING(-93.6199809181302 41.5799800812373,-96.0099900734133 41.2400008331892)"
p174,p181,"LINESTRING(-99.0146229506645 22.0562165828326,-100.758610639159 22.7474689524954)"
p181,p174,"LINESTRING(-100.758610639159 22.7474689524954,-99.0146229506645 22.0562165828326)"
p103,p104,"LINESTRING(-83.0820016464927 42.3319060017023,-85.5871895769524 42.292158832868)"
p104,p103,"LINESTRING(-85.5871895769524 42.292158832868,-83.0820016464927 42.3319060017023)"
p78,p80,"LINESTRING(-89.4011169858218 43.0730155630143,-87.7520008327093 41.8319365192784)"
p80,p78,"LINESTRING(-87.7520008327093 41.8319365192784,-89.4011169858218 43.0730155630143)"
p120,p125,"LINESTRING(-77.64509082 39.93275473,-75.52098513 39.16083229)"
p125,p120,"LINESTRING(-75.52098513 39.16083229,-77.64509082 39.93275473)"
p201,p204,"LINESTRING(-116.63275694709 32.3896656272299,-114.502433556963 32.0765762869995)"
p204,p201,"LINESTRING(-114.502433556963 32.0765762869995,-116.63275694709 32.3896656272299)"
p25,p26,"LINESTRING(-111.931997781048 40.7769621540401,-109.528002158428 40.4553975617018)"
p26,p25,"LINESTRING(-109.528002158428 40.4553975617018,-111.931997781048 40.7769621540401)"
p188,p190,"LINESTRING(-97.7701586082275 20.8348214371417,-97.9507085120238 19.0699632855265)"
p190,p188,"LINESTRING(-97.9507085120238 19.0699632855265,-97.7701586082275 20.8348214371417)"
p197,p200,"LINESTRING(-90.4314199853602 18.7399792150412,-88.5839162679957 18.9087435921394)"
p200,p197,"LINESTRING(-88.5839162679957 18.9087435921394,-90.4314199853602 18.7399792150412)"
p122,p123,"LINESTRING(-75.1719418320079 40.0019190225265,-77.0113644394371 38.901495235087)"
p123,p122,"LINESTRING(-77.0113644394371 38.901495235087,-75.1719418320079 40.0019190225265)"
p115,p120,"LINESTRING(-80.0019312526002 40.4319444538432,-77.64509082 39.93275473)"
p120,p115,"LINESTRING(-77.64509082 39.93275473,-80.0019312526002 40.4319444538432)"
p75,p77,"LINESTRING(-88.0000138770922 44.5299808950513,-90.5038920509303 43.9850529165334)"
p77,p75,"LINESTRING(-90.5038920509303 43.9850529165334,-88.0000138770922 44.5299808950513)"
p120,p122,"LINESTRING(-77.64509082 39.93275473,-75.1719418320079 40.0019190225265)"
p122,p120,"LINESTRING(-75.1719418320079 40.0019190225265,-77.64509082 39.93275473)"
p43,p44,"LINESTRING(-93.2537321966635 44.9819251260619,-95.78703761 44.44491793)"
p44,p43,"LINESTRING(-95.78703761 44.44491793,-93.2537321966635 44.9819251260619)"
p58,p90,"LINESTRING(-90.0419127386428 29.9969483193615,-88.0499849871184 30.6800252472094)"
p90,p58,"LINESTRING(-88.0499849871184 30.6800252472094,-90.0419127386428 29.9969483193615)"
p160,p161,"LINESTRING(-108.208882912979 25.7583536915336,-106.935479634913 24.3756966070532)"
p161,p160,"LINESTRING(-106.935479634913 24.3756966070532,-108.208882912979 25.7583536915336)"
p60,p61,"LINESTRING(-101.475186199737 32.2431856476064,-102.88091183 30.90188409)"
p61,p60,"LINESTRING(-102.88091183 30.90188409,-101.475186199737 32.2431856476064)"
p97,p98,"LINESTRING(-80.8319839462883 35.206940384812,-78.6446934424845 35.8187813507458)"
p98,p97,"LINESTRING(-78.6446934424845 35.8187813507458,-80.8319839462883 35.206940384812)"
p104,p79,"LINESTRING(-85.5871895769524 42.292158832868,-87.921912942085 43.0546009073042)"
p79,p104,"LINESTRING(-87.921912942085 43.0546009073042,-85.5871895769524 42.292158832868)"
p80,p82,"LINESTRING(-87.7520008327093 41.8319365192784,-89.6700411394687 40.6999821157391)"
p82,p80,"LINESTRING(-89.6700411394687 40.6999821157391,-87.7520008327093 41.8319365192784)"
p75,p78,"LINESTRING(-88.0000138770922 44.5299808950513,-89.4011169858218 43.0730155630143)"
p78,p75,"LINESTRING(-89.4011169858218 43.0730155630143,-88.0000138770922 44.5299808950513)"
p181,p186,"LINESTRING(-100.758610639159 22.7474689524954,-100.162614869147 21.018617447262)"
p186,p181,"LINESTRING(-100.162614869147 21.018617447262,-100.758610639159 22.7474689524954)"
p118,p98,"LINESTRING(-79.9416168637136 37.2711991567412,-78.6446934424845 35.8187813507458)"
p98,p118,"LINESTRING(-78.6446934424845 35.8187813507458,-79.9416168637136 37.2711991567412)"
p21,p22,"LINESTRING(-108.395048056861 43.0281604197849,-106.66107774 44.340041)"
p22,p21,"LINESTRING(-106.66107774 44.340041,-108.395048056861 43.0281604197849)"
p111,p112,"LINESTRING(-81.6969440699897 41.4719326537173,-82.9919554632241 39.9819202432293)"
p112,p111,"LINESTRING(-82.9919554632241 39.9819202432293,-81.6969440699897 41.4719326537173)"
p166,p167,"LINESTRING(-105.052527418409 24.232600490598,-103.999146896244 25.7821659593904)"
p167,p166,"LINESTRING(-103.999146896244 25.7821659593904,-105.052527418409 24.232600490598)"
p2,p5,"LINESTRING(-120.50683379 46.6160627800001,-122.681935932133 45.521969681728)"
p5,p2,"LINESTRING(-122.681935932133 45.521969681728,-120.50683379 46.6160627800001)"
p171,p177,"LINESTRING(-98.0474693796669 25.1324674394656,-99.2177562787674 23.6443324364708)"
p177,p171,"LINESTRING(-99.2177562787674 23.6443324364708,-98.0474693796669 25.1324674394656)"
p45,p69,"LINESTRING(-94.99698758 42.42384459,-92.3427978940366 42.4931543162673)"
p69,p45,"LINESTRING(-92.3427978940366 42.4931543162673,-94.99698758 42.42384459)"
p43,p46,"LINESTRING(-93.2537321966635 44.9819251260619,-91.2394285499568 43.8013690379522)"
p46,p43,"LINESTRING(-91.2394285499568 43.8013690379522,-93.2537321966635 44.9819251260619)"
p115,p121,"LINESTRING(-80.0019312526002 40.4319444538432,-77.7202795834312 39.6416487824015)"
p121,p115,"LINESTRING(-77.7202795834312 39.6416487824015,-80.0019312526002 40.4319444538432)"
p198,p200,"LINESTRING(-88.9092737817632 20.7456438964621,-88.5839162679957 18.9087435921394)"
p200,p198,"LINESTRING(-88.5839162679957 18.9087435921394,-88.9092737817632 20.7456438964621)"
p193,p196,"LINESTRING(-94.634006603569 17.8586152701758,-95.9176463692649 16.4607926057633)"
p196,p193,"LINESTRING(-95.9176463692649 16.4607926057633,-94.634006603569 17.8586152701758)"
p17,p18,"LINESTRING(-113.993052614175 46.8722410268966,-111.299987021717 47.500290546756)"
p18,p17,"LINESTRING(-111.299987021717 47.500290546756,-113.993052614175 46.8722410268966)"
p78,p81,"LINESTRING(-89.4011169858218 43.0730155630143,-90.5346136899278 41.4933962189324)"
p81,p78,"LINESTRING(-90.5346136899278 41.4933962189324,-89.4011169858218 43.0730155630143)"
p48,p62,"LINESTRING(-101.87996769388 33.5800032745648,-102.36722477396 31.8455613393366)"
p62,p48,"LINESTRING(-102.36722477396 31.8455613393366,-101.87996769388 33.5800032745648)"
p80,p83,"LINESTRING(-87.7520008327093 41.8319365192784,-88.2041874610773 40.1099922882629)"
p83,p80,"LINESTRING(-88.2041874610773 40.1099922882629,-87.7520008327093 41.8319365192784)"
p127,p133,"LINESTRING(-73.74907494 42.67295449,-71.4169255559512 41.8230481729244)"
p133,p127,"LINESTRING(-71.4169255559512 41.8230481729244,-73.74907494 42.67295449)"
p54,p71,"LINESTRING(-94.6060400775458 39.1090343683975,-92.5828090838162 40.1936822703596)"
p71,p54,"LINESTRING(-92.5828090838162 40.1936822703596,-94.6060400775458 39.1090343683975)"
p182,p187,"LINESTRING(-101.166961363025 20.4112138645946,-99.2695042895469 19.8452863755325)"
p187,p182,"LINESTRING(-99.2695042895469 19.8452863755325,-101.166961363025 20.4112138645946)"
p100,p115,"LINESTRING(-78.1666347673523 39.178731301931,-80.0019312526002 40.4319444538432)"
p115,p100,"LINESTRING(-80.0019312526002 40.4319444538432,-78.1666347673523 39.178731301931)"
p170,p172,"LINESTRING(-98.2849872683049 25.8163982813975,-100.422226893188 25.9744104538249)"
p172,p170,"LINESTRING(-100.422226893188 25.9744104538249,-98.2849872683049 25.8163982813975)"
p20,p35,"LINESTRING(-108.54000044944 45.7883020213584,-105.839984376838 46.4088842967516)"
p35,p20,"LINESTRING(-105.839984376838 46.4088842967516,-108.54000044944 45.7883020213584)"
p121,p122,"LINESTRING(-77.7202795834312 39.6416487824015,-75.1719418320079 40.0019190225265)"
p122,p121,"LINESTRING(-75.1719418320079 40.0019190225265,-77.7202795834312 39.6416487824015)"
p122,p132,"LINESTRING(-75.1719418320079 40.0019190225265,-73.2019070419611 41.1819245156953)"
p132,p122,"LINESTRING(-73.2019070419611 41.1819245156953,-75.1719418320079 40.0019190225265)"
p127,p131,"LINESTRING(-73.74907494 42.67295449,-71.0719595321869 42.3319060017023)"
p131,p127,"LINESTRING(-71.0719595321869 42.3319060017023,-73.74907494 42.67295449)"
p94,p95,"LINESTRING(-84.4018952418757 33.8319597126059,-82.3941545020697 34.8529229929944)"
p95,p94,"LINESTRING(-82.3941545020697 34.8529229929944,-84.4018952418757 33.8319597126059)"
p46,p68,"LINESTRING(-91.2394285499568 43.8013690379522,-93.9991567400719 44.1636208283181)"
p68,p46,"LINESTRING(-93.9991567400719 44.1636208283181,-91.2394285499568 43.8013690379522)"
p103,p105,"LINESTRING(-83.0820016464927 42.3319060017023,-85.13065338 41.11969488)"
p105,p103,"LINESTRING(-85.13065338 41.11969488,-83.0820016464927 42.3319060017023)"
p131,p132,"LINESTRING(-71.0719595321869 42.3319060017023,-73.2019070419611 41.1819245156953)"
p132,p131,"LINESTRING(-73.2019070419611 41.1819245156953,-71.0719595321869 42.3319060017023)"
p100,p125,"LINESTRING(-78.1666347673523 39.178731301931,-75.52098513 39.16083229)"
p125,p100,"LINESTRING(-75.52098513 39.16083229,-78.1666347673523 39.178731301931)"
p13,p27,"LINESTRING(-115.221952004694 36.2119436400243,-114.308278851156 34.4982934763913)"
p27,p13,"LINESTRING(-114.308278851156 34.4982934763913,-115.221952004694 36.2119436400243)"
p202,p204,"LINESTRING(-114.954083348068 30.2430416764861,-114.502433556963 32.0765762869995)"
p204,p202,"LINESTRING(-114.502433556963 32.0765762869995,-114.954083348068 30.2430416764861)"
p89,p94,"LINESTRING(-86.8249951596396 33.5300063263225,-84.4018952418757 33.8319597126059)"
p94,p89,"LINESTRING(-84.4018952418757 33.8319597126059,-86.8249951596396 33.5300063263225)"
p19,p35,"LINESTRING(-106.635258831594 48.1839697459774,-105.839984376838 46.4088842967516)"
p35,p19,"LINESTRING(-105.839984376838 46.4088842967516,-106.635258831594 48.1839697459774)"
p127,p129,"LINESTRING(-73.74907494 42.67295449,-73.2124668799627 44.4757981557933)"
p129,p127,"LINESTRING(-73.2124668799627 44.4757981557933,-73.74907494 42.67295449)"
p105,p112,"LINESTRING(-85.13065338 41.11969488,-82.9919554632241 39.9819202432293)"
p112,p105,"LINESTRING(-82.9919554632241 39.9819202432293,-85.13065338 41.11969488)"
p110,p118,"LINESTRING(-82.52436295 37.4804456,-79.9416168637136 37.2711991567412)"
p118,p110,"LINESTRING(-79.9416168637136 37.2711991567412,-82.52436295 37.4804456)"
p38,p68,"LINESTRING(-96.729997804536 43.5499890330683,-93.9991567400719 44.1636208283181)"
p68,p38,"LINESTRING(-93.9991567400719 44.1636208283181,-96.729997804536 43.5499890330683)"
p131,p134,"LINESTRING(-71.0719595321869 42.3319060017023,-70.2152596452502 44.1007047720027)"
p134,p131,"LINESTRING(-70.2152596452502 44.1007047720027,-71.0719595321869 42.3319060017023)"
p51,p53,"LINESTRING(-95.9300207944416 36.120003274575,-97.32803106 37.69426323)"
p53,p51,"LINESTRING(-97.32803106 37.69426323,-95.9300207944416 36.120003274575)"
p45,p68,"LINESTRING(-94.99698758 42.42384459,-93.9991567400719 44.1636208283181)"
p68,p45,"LINESTRING(-93.9991567400719 44.1636208283181,-94.99698758 42.42384459)"
p190,p192,"LINESTRING(-97.9507085120238 19.0699632855265,-96.731002823498 17.4607698278138)"
p192,p190,"LINESTRING(-96.731002823498 17.4607698278138,-97.9507085120238 19.0699632855265)"
p109,p113,"LINESTRING(-85.7506501246934 38.2269627643814,-84.2019332871221 39.7523218545566)"
p113,p109,"LINESTRING(-84.2019332871221 39.7523218545566,-85.7506501246934 38.2269627643814)"
p129,p130,"LINESTRING(-73.2124668799627 44.4757981557933,-71.4552873145261 42.9959918406833)"
p130,p129,"LINESTRING(-71.4552873145261 42.9959918406833,-73.2124668799627 44.4757981557933)"
p148,p149,"LINESTRING(-73.2941446698144 45.3946750256179,-74.8472312312428 46.9925202219928)"
p149,p148,"LINESTRING(-74.8472312312428 46.9925202219928,-73.2941446698144 45.3946750256179)"
p20,p22,"LINESTRING(-108.54000044944 45.7883020213584,-106.66107774 44.340041)"
p22,p20,"LINESTRING(-106.66107774 44.340041,-108.54000044944 45.7883020213584)"
p46,p76,"LINESTRING(-91.2394285499568 43.8013690379522,-88.4005062273542 44.2686790151675)"
p76,p46,"LINESTRING(-88.4005062273542 44.2686790151675,-91.2394285499568 43.8013690379522)"
p56,p85,"LINESTRING(-94.1572091082366 36.0629783315409,-92.3310931821225 34.7360825795826)"
p85,p56,"LINESTRING(-92.3310931821225 34.7360825795826,-94.1572091082366 36.0629783315409)"
p72,p84,"LINESTRING(-90.2419263698286 38.6369635781852,-90.4026837582867 36.7601967560229)"
p84,p72,"LINESTRING(-90.4026837582867 36.7601967560229,-90.2419263698286 38.6369635781852)"
p113,p116,"LINESTRING(-84.2019332871221 39.7523218545566,-81.5616471778477 39.2666587514756)"
p116,p113,"LINESTRING(-81.5616471778477 39.2666587514756,-84.2019332871221 39.7523218545566)"
p80,p81,"LINESTRING(-87.7520008327093 41.8319365192784,-90.5346136899278 41.4933962189324)"
p81,p80,"LINESTRING(-90.5346136899278 41.4933962189324,-87.7520008327093 41.8319365192784)"
p107,p92,"LINESTRING(-87.5558291033274 37.9746962677465,-86.76913977 36.1715035299999)"
p92,p107,"LINESTRING(-86.76913977 36.1715035299999,-87.5558291033274 37.9746962677465)"
p112,p117,"LINESTRING(-82.9919554632241 39.9819202432293,-81.6327281104652 38.3497379751048)"
p117,p112,"LINESTRING(-81.6327281104652 38.3497379751048,-82.9919554632241 39.9819202432293)"
p105,p80,"LINESTRING(-85.13065338 41.11969488,-87.7520008327093 41.8319365192784)"
p80,p105,"LINESTRING(-87.7520008327093 41.8319365192784,-85.13065338 41.11969488)"
p71,p81,"LINESTRING(-92.5828090838162 40.1936822703596,-90.5346136899278 41.4933962189324)"
p81,p71,"LINESTRING(-90.5346136899278 41.4933962189324,-92.5828090838162 40.1936822703596)"
p127,p128,"LINESTRING(-73.74907494 42.67295449,-73.25742602 40.80816052)"
p128,p127,"LINESTRING(-73.25742602 40.80816052,-73.74907494 42.67295449)"
p1,p4,"LINESTRING(-122.341930845868 47.5719479125307,-119.27649915 47.13184305)"
p4,p1,"LINESTRING(-119.27649915 47.13184305,-122.341930845868 47.5719479125307)"
p14,p17,"LINESTRING(-117.016588991141 46.4166099233792,-113.993052614175 46.8722410268966)"
p17,p14,"LINESTRING(-113.993052614175 46.8722410268966,-117.016588991141 46.4166099233792)"
p110,p116,"LINESTRING(-82.52436295 37.4804456,-81.5616471778477 39.2666587514756)"
p116,p110,"LINESTRING(-81.5616471778477 39.2666587514756,-82.52436295 37.4804456)"
p169,p171,"LINESTRING(-99.3454452788888 26.7668789730515,-98.0474693796669 25.1324674394656)"
p171,p169,"LINESTRING(-98.0474693796669 25.1324674394656,-99.3454452788888 26.7668789730515)"
p77,p79,"LINESTRING(-90.5038920509303 43.9850529165334,-87.921912942085 43.0546009073042)"
p79,p77,"LINESTRING(-87.921912942085 43.0546009073042,-90.5038920509303 43.9850529165334)"
p69,p77,"LINESTRING(-92.3427978940366 42.4931543162673,-90.5038920509303 43.9850529165334)"
p77,p69,"LINESTRING(-90.5038920509303 43.9850529165334,-92.3427978940366 42.4931543162673)"
p27,p28,"LINESTRING(-114.308278851156 34.4982934763913,-112.071937559695 33.5419257363676)"
p28,p27,"LINESTRING(-112.071937559695 33.5419257363676,-114.308278851156 34.4982934763913)"
p162,p178,"LINESTRING(-105.968131351165 23.196510250903,-104.907286793293 21.4220858927954)"
p178,p162,"LINESTRING(-104.907286793293 21.4220858927954,-105.968131351165 23.196510250903)"
p190,p191,"LINESTRING(-97.9507085120238 19.0699632855265,-99.4366141777358 17.5874581040656)"
p191,p190,"LINESTRING(-99.4366141777358 17.5874581040656,-97.9507085120238 19.0699632855265)"
p152,p156,"LINESTRING(-66.3733859464408 46.6103369615523,-63.2463204795681 46.4009827781187)"
p156,p152,"LINESTRING(-63.2463204795681 46.4009827781187,-66.3733859464408 46.6103369615523)"
p29,p31,"LINESTRING(-109.16755915 35.69539952,-106.641330812388 35.104974791498)"
p31,p29,"LINESTRING(-106.641330812388 35.104974791498,-109.16755915 35.69539952)"
p64,p67,"LINESTRING(-97.7447242214212 30.2688955442973,-95.341925149146 29.8219202431888)"
p67,p64,"LINESTRING(-95.341925149146 29.8219202431888,-97.7447242214212 30.2688955442973)"
p129,p134,"LINESTRING(-73.2124668799627 44.4757981557933,-70.2152596452502 44.1007047720027)"
p134,p129,"LINESTRING(-70.2152596452502 44.1007047720027,-73.2124668799627 44.4757981557933)"
p192,p193,"LINESTRING(-96.731002823498 17.4607698278138,-94.634006603569 17.8586152701758)"
p193,p192,"LINESTRING(-94.634006603569 17.8586152701758,-96.731002823498 17.4607698278138)"
p179,p184,"LINESTRING(-103.582753625878 20.501585150901,-101.743390938646 19.3606007858006)"
p184,p179,"LINESTRING(-101.743390938646 19.3606007858006,-103.582753625878 20.501585150901)"
p169,p173,"LINESTRING(-99.3454452788888 26.7668789730515,-101.203342455042 25.4994310223412)"
